time,pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul
0.0,101325.0,0.0760631941312,0.886573154806,279.45,0.0,0.0,0.0,0.95,1.0,257.0,4.0,4.36332312999,1.0,275.085637905,338.0,0.0,2.63319341176,-1.06239708496,-0.402886133721,-2770.46839894,-3.34306680102,280.25,279.873007539
900.0,101325.0,0.0760631941312,0.886573154806,279.441796875,0.0,0.0,0.0,0.94765625,1.0,257.9375,4.09375,4.37723122246,1.0,275.114777888,337.8828125,900.0,2.64646379165,-1.07566746486,-0.402872858023,-1870.74900736,-3.27763736049,280.281640625,279.886395647
1800.0,101325.0,0.0760631941312,0.886573154806,279.440625,0.0,0.0,0.0,0.94625,1.0,258.25,4.125,4.37859476094,1.0,275.129457462,337.8125,1800.0,2.6547722616,-1.08397593481,-0.402859568716,-971.029587465,-3.2122079179,280.296875,279.89071051
2700.0,101325.0,0.0760631941312,0.886573154806,279.444140625,0.0,0.0,0.0,0.94671875,1.0,257.9375,4.09375,4.37232248394,1.0,275.122227423,337.8359375,2700.0,2.65784895344,-1.08705262664,-0.402846265801,-71.3101392238,-3.14677847325,280.288671875,279.886196384
3600.0,101325.0,0.0760631941312,0.886573154806,279.45,0.0,0.0,0.0,0.95,1.0,257.0,4.0,4.36332312999,1.0,275.085637905,338.0,3600.0,2.65558926979,-1.084792943,-0.402832949277,828.409337391,-3.08134902654,280.25,279.873007539
4500.0,101325.0,0.0760631941312,0.886573154806,279.465859375,0.0,0.0,0.0,0.955,1.0,254.734375,3.7734375,4.33277986808,1.0,275.027612004,338.25,4500.0,2.648070028,-1.0772737012,-0.402819619146,1728.12884241,-3.01591957776,280.187109375,279.848820543
5400.0,101325.0,0.0760631941312,0.886573154806,279.494375,0.0,0.0,0.0,0.96,1.0,251.375,3.4375,4.27605666739,1.0,274.962059478,338.5,5400.0,2.63553752697,-1.06474120018,-0.402806275407,2627.84837585,-2.95049012692,280.113541667,279.813851584
6300.0,101325.0,0.0760631941312,0.886573154806,279.525703125,0.0,0.0,0.0,0.965,1.0,248.328125,3.1328125,4.2193334667,1.0,274.890512374,338.75,6300.0,2.61837165982,-1.04757533302,-0.402792918063,3527.56793776,-2.885060674,280.033203125,279.7719233
7200.0,101325.0,0.0760631941312,0.886573154806,279.55,0.0,0.0,0.0,0.97,1.0,247.0,3.0,4.18879020479,1.0,274.814507008,339.0,7200.0,2.59703747498,-1.02624114819,-0.402779547113,4427.28752815,-2.81963121901,279.95,279.726881012
8100.0,101325.0,0.0760631941312,0.886573154806,279.548515625,0.0,0.0,0.0,0.975,1.0,247.0,3.0,4.27387500582,1.0,274.715995204,339.25,8100.0,2.5720369173,-1.0012405905,-0.402766162559,5327.00714705,-2.75420176195,279.85,279.664879474
