time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,PriceDistrictHeatingPower
0.0,0.04281,0.03857,0.03729,0.0828
900.0,0.04281,0.03857,0.03729,0.0828
1800.0,0.04281,0.03857,0.03729,0.0828
2700.0,0.04281,0.03857,0.03729,0.0828
3600.0,0.04281,0.03857,0.032799999999999996,0.0828
4500.0,0.04281,0.03857,0.032799999999999996,0.0828
5400.0,0.04281,0.03857,0.032799999999999996,0.0828
6300.0,0.04281,0.03857,0.032799999999999996,0.0828
7200.0,0.04281,0.03857,0.02971,0.0828
8100.0,0.04281,0.03857,0.02971,0.0828
9000.0,0.04281,0.03857,0.02971,0.0828
9900.0,0.04281,0.03857,0.02971,0.0828
10800.0,0.04281,0.03857,0.031,0.0828
11700.0,0.04281,0.03857,0.031,0.0828
12600.0,0.04281,0.03857,0.031,0.0828
13500.0,0.04281,0.03857,0.031,0.0828
14400.0,0.04281,0.03857,0.03608,0.0828
15300.0,0.04281,0.03857,0.03608,0.0828
16200.0,0.04281,0.03857,0.03608,0.0828
17100.0,0.04281,0.03857,0.03608,0.0828
18000.0,0.04281,0.03857,0.04002,0.0828
18900.0,0.04281,0.03857,0.04002,0.0828
19800.0,0.04281,0.03857,0.04002,0.0828
20700.0,0.04281,0.03857,0.04002,0.0828
21600.0,0.04281,0.03857,0.046439999999999995,0.0828
22500.0,0.04281,0.03857,0.046439999999999995,0.0828
23400.0,0.04281,0.03857,0.046439999999999995,0.0828
24300.0,0.04281,0.03857,0.046439999999999995,0.0828
25200.0,0.04281,0.05252999999999999,0.055189999999999996,0.0828
26100.0,0.04281,0.05252999999999999,0.055189999999999996,0.0828
27000.0,0.04281,0.05252999999999999,0.055189999999999996,0.0828
27900.0,0.04281,0.05252999999999999,0.055189999999999996,0.0828
28800.0,0.04281,0.05252999999999999,0.054909999999999994,0.0828
29700.0,0.04281,0.05252999999999999,0.054909999999999994,0.0828
30600.0,0.04281,0.05252999999999999,0.054909999999999994,0.0828
31500.0,0.04281,0.05252999999999999,0.054909999999999994,0.0828
32400.0,0.04281,0.05252999999999999,0.05733,0.0828
33300.0,0.04281,0.05252999999999999,0.05733,0.0828
34200.0,0.04281,0.05252999999999999,0.05733,0.0828
35100.0,0.04281,0.05252999999999999,0.05733,0.0828
36000.0,0.04281,0.05252999999999999,0.055659999999999994,0.0828
36900.0,0.04281,0.05252999999999999,0.055659999999999994,0.0828
37800.0,0.04281,0.05252999999999999,0.055659999999999994,0.0828
38700.0,0.04281,0.05252999999999999,0.055659999999999994,0.0828
39600.0,0.04281,0.05252999999999999,0.05093,0.0828
40500.0,0.04281,0.05252999999999999,0.05093,0.0828
41400.0,0.04281,0.05252999999999999,0.05093,0.0828
42300.0,0.04281,0.05252999999999999,0.05093,0.0828
43200.0,0.04281,0.05252999999999999,0.05002,0.0828
44100.0,0.04281,0.05252999999999999,0.05002,0.0828
45000.0,0.04281,0.05252999999999999,0.05002,0.0828
45900.0,0.04281,0.05252999999999999,0.05002,0.0828
46800.0,0.04281,0.05252999999999999,0.04959,0.0828
47700.0,0.04281,0.05252999999999999,0.04959,0.0828
48600.0,0.04281,0.05252999999999999,0.04959,0.0828
49500.0,0.04281,0.05252999999999999,0.04959,0.0828
50400.0,0.04281,0.05252999999999999,0.04998,0.0828
51300.0,0.04281,0.05252999999999999,0.04998,0.0828
52200.0,0.04281,0.05252999999999999,0.04998,0.0828
53100.0,0.04281,0.05252999999999999,0.04998,0.0828
54000.0,0.04281,0.05252999999999999,0.04998,0.0828
54900.0,0.04281,0.05252999999999999,0.04998,0.0828
55800.0,0.04281,0.05252999999999999,0.04998,0.0828
56700.0,0.04281,0.05252999999999999,0.04998,0.0828
57600.0,0.04281,0.05252999999999999,0.05031,0.0828
58500.0,0.04281,0.05252999999999999,0.05031,0.0828
59400.0,0.04281,0.05252999999999999,0.05031,0.0828
60300.0,0.04281,0.05252999999999999,0.05031,0.0828
