Time,heating_cooling.heapro.Q_flow,heating_cooling.coopro.Q_flow
0,0,-0
599.99963,0,-0
1199.9993,0,-0
1799.9989,0,-0
2399.9985,0,-0
2999.998,0,-0
3599.9978,0,-0
3600,0,-0
3600,0,-0
4199.997,0,-0
4799.997,0,-0
5399.9966,0,-0
5999.996,0,-0
6599.9956,0,-0
7199.9956,0,-0
7200,0,-0
7200,0,-0
7799.995,0,-0
8363.6045,0,-0
8363.6045,0,-0
8363.6875,0,-0
8363.6875,0,-0
8399.994,0,-0
8999.994,0,-0
9599.994,0,-0
10199.993,0,-0
10799.993,0,-0
10800,0,-0
10800,0,-0
11399.993,0,-0
11999.992,0,-0
12599.992,0,-0
13199.991,0,-0
13799.991,0,-0
14399.991,0,-0
14400,0,-0
14400,0,-0
14999.99,0,-0
15599.99,0,-0
16199.989,0,-0
16799.988,0,-0
17399.988,0,-0
17999.988,0,-0
18000,0,-0
18000,0,-0
18599.988,0,-0
19199.988,0,-0
19799.988,0,-0
20399.986,0,-0
20999.986,0,-0
21599.986,0,-0
21600,0,-0
21600,0,-0
22199.986,0,-0
22799.986,0,-0
23399.984,0,-0
23999.984,0,-0
24599.984,0,-0
25199.984,0,-0
25200,0,-0
25200,0,-0
25799.984,0,-0
26399.982,0,-0
26999.982,0,-0
27599.982,0,-0
28199.982,0,-0
28799.982,0,-0
28800,0,-0
28800,0,-0
29399.98,0,-0
29999.98,0,-0
30599.98,0,-0
31199.98,0,-0
31799.98,0,-0
32399.979,0,-0
32400,0,-0
32400,0,-0
32999.98,0,-0
33599.977,0,-0
34199.977,0,-0
34799.977,0,-0
35399.977,0,-0
35999.977,0,-0
36000,0,-0
36000,0,-0
36599.977,0,-0
37199.977,0,-0
37799.977,0,-0
38399.977,0,-0
38999.977,0,-0
39599.977,0,-0
39600,0,-0
39600,0,-0
40199.973,0,-0
40799.973,0,-0
41399.973,0,-0
41999.973,0,-0
42599.973,0,-0
43199.973,0,-0
43200,0,-0
43200,0,-0
43799.973,0,-0
44399.973,0,-0
44999.973,0,-0
45599.973,0,-0
46199.97,0,-0
46799.97,0,-0
46800,0,-0
46800,0,-0
47399.97,0,-0
47999.97,0,-0
48599.97,0,-0
49199.97,0,-0
49799.97,0,-0
50399.97,0,-0
50400,0,-0
50400,0,-0
50999.97,0,-0
51599.97,0,-0
52199.965,0,-0
52799.965,0,-0
53399.965,0,-0
53999.965,0,-0
54000,0,-0
54000,0,-0
54599.965,0,-0
55199.965,0,-0
55799.965,0,-0
56399.965,0,-0
56999.965,0,-0
57599.965,0,-0
57600,0,-0
57600,0,-0
58199.96,0,-0
58799.96,0,-0
59399.96,0,-0
59999.96,0,-0
60599.96,0,-0
61199.96,0,-0
61200,0,-0
61200,0,-0
61799.96,0,-0
62399.96,0,-0
62999.96,0,-0
63599.96,0,-0
64199.957,0,-0
64799.957,0,-0
64800,0,-0
64800,0,-0
65399.957,0,-0
65999.96,0,-0
66599.96,0,-0
67199.95,0,-0
67799.95,0,-0
68399.95,0,-0
68400,0,-0
68400,0,-0
68999.95,0,-0
69599.95,0,-0
70199.95,0,-0
70799.95,0,-0
71399.95,0,-0
71999.95,0,-0
72000,0,-0
72000,0,-0
72599.95,0,-0
73199.95,0,-0
73799.95,0,-0
74399.95,0,-0
74999.95,0,-0
75599.95,0,-0
75600,0,-0
75600,0,-0
76199.95,0,-0
76799.95,0,-0
77399.95,0,-0
77999.95,0,-0
78599.95,0,-0
79199.95,0,-0
79200,0,-0
79200,0,-0
79799.945,0,-0
80399.945,0,-0
80999.945,0,-0
81599.945,0,-0
82199.945,0,-0
82799.945,0,-0
82800,0,-0
82800,0,-0
83399.945,0,-0
83999.945,0,-0
84599.945,0,-0
85199.945,0,-0
85799.945,0,-0
86399.945,0,-0
86400,0,-0
86400,0,-0
86999.945,0,-0
87599.945,0,-0
88199.945,0,-0
88799.945,0,-0
89399.945,0,-0
89999.945,0,-0
90000,0,-0
90000,0,-0
90599.945,0,-0
91199.945,0,-0
91799.94,0,-0
92399.94,0,-0
92999.94,0,-0
93599.94,0,-0
93600,0,-0
93600,0,-0
94199.94,0,-0
94799.94,0,-0
95399.94,0,-0
95999.94,0,-0
96599.94,0,-0
97199.94,0,-0
97200,0,-0
97200,0,-0
97799.94,0,-0
98399.94,0,-0
98999.94,0,-0
99599.94,0,-0
100199.94,0,-0
100799.94,0,-0
100800,0,-0
100800,0,-0
101399.94,0,-0
101999.94,0,-0
102599.94,0,-0
103199.94,0,-0
103799.93,0,-0
104399.93,0,-0
104400,0,-0
104400,0,-0
104999.93,0,-0
105599.93,0,-0
106199.93,0,-0
106799.93,0,-0
107399.93,0,-0
107999.93,0,-0
108000,0,-0
108000,0,-0
108599.93,0,-0
109199.93,0,-0
109799.93,0,-0
110399.93,0,-0
110999.93,0,-0
111599.93,0,-0
111600,0,-0
111600,0,-0
112199.93,0,-0
112799.93,0,-0
113399.93,0,-0
113999.93,0,-0
114599.93,0,-0
115199.93,0,-0
115200,0,-0
115200,0,-0
115799.93,0,-0
116399.92,0,-0
116999.92,0,-0
117599.92,0,-0
118199.92,0,-0
118799.92,0,-0
118800,0,-0
118800,0,-0
119399.92,0,-0
119999.92,0,-0
120599.92,0,-0
121199.92,0,-0
121799.92,0,-0
122399.92,0,-0
122400,0,-0
122400,0,-0
122999.92,0,-0
123599.92,0,-0
124199.92,0,-0
124662.89,0,-0
124662.89,0,-0
124667.05,0,-0
124667.05,0,-0
124799.92,0,-0
125399.92,0,-0
125999.92,0,-0
126000,0,-0
126000,0,-0
126599.92,0,-0
127199.92,0,-0
127799.92,0,-0
128399.914,0,-0
128999.914,0,-0
129599.914,0,-0
129600,0,-0
129600,0,-0
130199.914,0,-0
130799.914,0,-0
131399.92,0,-0
131999.92,0,-0
132599.92,0,-0
133199.92,0,-0
133200,0,-0
133200,0,-0
133799.92,0,-0
134399.9,0,-0
134999.9,0,-0
135599.9,0,-0
136199.9,0,-0
136799.9,0,-0
136800,0,-0
136800,0,-0
137399.9,0,-0
137999.9,0,-0
138599.9,0,-0
139199.9,0,-0
139799.9,0,-0
140399.9,0,-0
140400,0,-0
140400,0,-0
140999.9,0,-0
141599.9,0,-0
142199.9,0,-0
142799.9,0,-0
143399.9,0,-0
143843.28,0,-0
143843.28,0,-0
143878,0,-0
143878,0,-0
143999.9,0,-0
144000,0,-0
144000,0,-0
144599.9,0,-0
145199.9,0,-0
145799.9,0,-0
146399.9,0,-0
146999.9,0,-0
147599.9,0,-0
147600,0,-0
147600,0,-0
148199.9,0,-0
148799.9,0,-0
149399.9,0,-0
149999.9,0,-0
150599.9,0,-0
151199.9,0,-0
151200,0,-0
151200,0,-0
151799.9,0,-0
152399.9,0,-0
152999.9,0,-0
153599.9,0,-0
154199.9,0,-0
154799.9,0,-0
154800,0,-0
154800,0,-0
155399.9,0,-0
155999.9,0,-0
156599.9,0,-0
157199.9,0,-0
157799.9,0,-0
158399.9,0,-0
158400,0,-0
158400,0,-0
158999.89,0,-0
159599.89,0,-0
160199.89,0,-0
160799.89,0,-0
161399.89,0,-0
161999.89,0,-0
162000,0,-0
162000,0,-0
162599.89,0,-0
163199.89,0,-0
163799.89,0,-0
164399.89,0,-0
164999.89,0,-0
165599.89,0,-0
165600,0,-0
165600,0,-0
166199.89,0,-0
166799.89,0,-0
167399.89,0,-0
167999.89,0,-0
168599.89,0,-0
169199.89,0,-0
169200,0,-0
169200,0,-0
169799.89,0,-0
170399.89,0,-0
170999.89,0,-0
171599.89,0,-0
172199.89,0,-0
172799.89,0,-0
172800,0,-0
172800,0,-0
173399.89,0,-0
173999.89,0,-0
174599.89,0,-0
175199.89,0,-0
175799.89,0,-0
176399.89,0,-0
176400,0,-0
176400,0,-0
176999.89,0,-0
177599.89,0,-0
178199.89,0,-0
178799.89,0,-0
179399.89,0,-0
179999.89,0,-0
180000,0,-0
180000,0,-0
180599.89,0,-0
181199.89,0,-0
181799.89,0,-0
182399.89,0,-0
182999.89,0,-0
183599.88,0,-0
183600,0,-0
183600,0,-0
184199.88,0,-0
184799.88,0,-0
185399.88,0,-0
185999.88,0,-0
186599.88,0,-0
187199.88,0,-0
187200,0,-0
187200,0,-0
187799.88,0,-0
188399.88,0,-0
188999.88,0,-0
189599.88,0,-0
190199.88,0,-0
190799.88,0,-0
190800,0,-0
190800,0,-0
191399.88,0,-0
191999.88,0,-0
192599.88,0,-0
193199.88,0,-0
193799.88,0,-0
194399.88,0,-0
194400,0,-0
194400,0,-0
194999.88,0,-0
195599.88,0,-0
196199.88,0,-0
196799.88,0,-0
197399.88,0,-0
197999.88,0,-0
198000,0,-0
198000,0,-0
198599.88,0,-0
199199.88,0,-0
199799.88,0,-0
200399.88,0,-0
200999.88,0,-0
201599.88,0,-0
201600,0,-0
201600,0,-0
202199.88,0,-0
202799.88,0,-0
203399.88,0,-0
203999.88,0,-0
204599.88,0,-0
205199.88,0,-0
205200,0,-0
205200,0,-0
205799.88,0,-0
206399.88,0,-0
206999.88,0,-0
207599.86,0,-0
208199.86,0,-0
208799.86,0,-0
208800,0,-0
208800,0,-0
209399.86,0,-0
209999.86,0,-0
210599.86,0,-0
211199.86,0,-0
211799.86,0,-0
212189.53,0,-0
212189.53,0,-0
212214.61,0,-0
212214.61,0,-0
212399.86,0,-0
212400,0,-0
212400,0,-0
212999.86,0,-0
213599.86,0,-0
214199.86,0,-0
214799.86,0,-0
215399.86,0,-0
215999.86,0,-0
216000,0,-0
216000,0,-0
216599.86,0,-0
217199.86,0,-0
217799.86,0,-0
218399.86,0,-0
218999.86,0,-0
219599.86,0,-0
219600,0,-0
219600,0,-0
220199.86,0,-0
220799.86,0,-0
221399.86,0,-0
221999.86,0,-0
222599.86,0,-0
223199.86,0,-0
223200,0,-0
223200,0,-0
223799.86,0,-0
224399.86,0,-0
224999.86,0,-0
225599.86,0,-0
226199.86,0,-0
226799.86,0,-0
226800,0,-0
226800,0,-0
227399.86,0,-0
227999.86,0,-0
228599.86,0,-0
229199.86,0,-0
229799.86,0,-0
230044.69,0,-0
230044.69,0,-0
230092.66,0,-0
230092.66,0,-0
230399.86,0,-0
230400,0,-0
230400,0,-0
230999.86,0,-0
231599.86,0,-0
232199.84,0,-0
232799.84,0,-0
233399.84,0,-0
233999.84,0,-0
234000,0,-0
234000,0,-0
234599.84,0,-0
235199.84,0,-0
235799.84,0,-0
236399.84,0,-0
236999.84,0,-0
237599.84,0,-0
237600,0,-0
237600,0,-0
238199.84,0,-0
238799.84,0,-0
239399.84,0,-0
239999.84,0,-0
240599.84,0,-0
241199.84,0,-0
241200,0,-0
241200,0,-0
241799.84,0,-0
242399.84,0,-0
242999.84,0,-0
243599.84,0,-0
244199.84,0,-0
244799.84,0,-0
244800,0,-0
244800,0,-0
245399.84,0,-0
245999.84,0,-0
246599.84,0,-0
247199.84,0,-0
247799.84,0,-0
248399.84,0,-0
248400,0,-0
248400,0,-0
248999.84,0,-0
249599.84,0,-0
250199.84,0,-0
250799.84,0,-0
251399.84,0,-0
251999.84,0,-0
252000,0,-0
252000,0,-0
252599.84,0,-0
253199.84,0,-0
253799.84,0,-0
254399.84,0,-0
254999.84,0,-0
255599.84,0,-0
255600,0,-0
255600,0,-0
256199.84,0,-0
256799.83,0,-0
257399.83,0,-0
257999.83,0,-0
258599.83,0,-0
259199.83,0,-0
259200,0,-0
259200,0,-0
259799.83,0,-0
260399.83,0,-0
260999.83,0,-0
261599.83,0,-0
262199.84,0,-0
262799.84,0,-0
262800,0,-0
262800,0,-0
263399.84,0,-0
263999.84,0,-0
264599.84,0,-0
265199.84,0,-0
265799.84,0,-0
266399.84,0,-0
266400,0,-0
266400,0,-0
266999.84,0,-0
267599.84,0,-0
268199.84,0,-0
268799.8,0,-0
269399.8,0,-0
269999.8,0,-0
270000,0,-0
270000,0,-0
270599.8,0,-0
271199.8,0,-0
271799.8,0,-0
272399.8,0,-0
272999.8,0,-0
273599.8,0,-0
273600,0,-0
273600,318219.94,-302859.94
274199.8,318219.94,-302859.94
274799.8,318219.94,-176511.67
275399.8,318219.94,-39902.984
275999.8,318219.94,-7543.263
276599.8,318219.94,-1322.677
277199.8,224468.23,-235.63658
277200,224416.81,-235.52127
277200,224416.81,-235.52127
277799.8,124935.11,-55.895218
278399.8,101411.05,-27.204521
278999.8,96369.72,-22.729074
279599.8,95032.14,-22.035715
280199.8,94427.11,-21.919035
280799.8,94001.89,-21.88781
280800,94001.77,-21.887804
280800,94001.77,-21.887804
281399.8,93636.95,-21.866535
281999.8,93307.78,-21.847933
282599.8,93011.35,-21.829706
283199.8,92747.55,-21.811537
283799.8,92518.56,-21.793398
284399.8,92327.914,-21.775282
284400,92327.86,-21.775276
284400,92327.86,-21.775276
284436.72,183833.66,-20998.559
284436.72,183833.66,-20998.559
284436.75,183869.6,-21007.307
284436.75,183869.6,-21007.307
284464.4,220960.62,-30781.336
284464.4,220960.62,-30781.336
284464.5,221055.23,-30808.62
284464.5,221055.23,-30808.62
284999.8,148800.17,-10150.01
285599.8,117197.18,-1380.9712
286199.8,104934.41,-203.31012
286799.8,101115.695,-46.06419
287399.8,101824.88,-25.021711
287999.8,98078.5,-22.186798
288000,98077.02,-22.186522
288000,98077.02,-22.186522
288599.8,86464.75,-21.789074
289199.8,73796.93,-21.720081
289799.8,73827.61,-21.69527
290399.8,77285.24,-21.676424
290999.8,75875.06,-21.658382
291599.8,72226.56,-21.640432
291600,72225.59,-21.640427
291600,72225.59,-21.640427
292199.8,68788.85,-21.622507
292799.8,65770.1,-21.604597
293399.8,64084.867,-21.586706
293999.8,62445.285,-21.568834
294599.8,60309.59,-21.55098
295199.8,58179.953,-21.533138
295200,58179.32,-21.533133
295200,58179.32,-21.533133
295799.8,54795.977,-21.515318
296399.8,50966.29,-21.497503
296999.8,49332.4,-21.479702
297278.1,48843.69,-21.471453
297278.1,48843.69,-21.471453
297290.72,48819.273,-21.47108
297290.72,48819.273,-21.47108
297599.8,48099.47,-21.461924
298199.8,45588.598,-21.444149
298799.8,43520.03,-21.426352
298800,43519.652,-21.426346
298800,43519.652,-21.426346
299399.8,42529.92,-21.40857
299999.8,41654.035,-21.390804
300599.8,40894.246,-21.373056
301199.8,40220.848,-21.355322
301799.8,39579.2,-21.3376
302399.8,38974.277,-21.319891
302400,38974.09,-21.319885
302400,38974.09,-21.319885
302999.8,40046.17,-21.302181
303599.8,41587.516,-21.284489
304199.8,41038.88,-21.266811
304799.8,40317.613,-21.249144
305399.8,40466.566,-21.231495
305999.8,40566.28,-21.213867
306000,40566.227,-21.213861
306000,40566.227,-21.213861
306599.8,40229.73,-21.196257
307199.8,39922.52,-21.178656
307799.8,39797.652,-21.161072
308399.8,39677.164,-21.143505
308999.8,39592.46,-21.125954
309599.8,39543.95,-21.108421
309600,39543.96,-21.108416
309600,39543.96,-21.108416
310199.8,37962.4,-21.090918
310799.8,36065.543,-21.073418
311399.8,36590.332,-21.055927
311999.8,37105.957,-21.038454
312599.8,36815.65,-21.02099
313199.8,36763.457,-21.003536
313200,36763.53,-21.00353
313200,36763.53,-21.00353
313799.8,38759.324,-20.986082
314399.8,40893.418,-20.96866
314541.9,40980.598,-20.964537
314541.9,40980.598,-20.964537
314563.44,40980.38,-20.963913
314563.44,40980.38,-20.963913
314999.8,40567.99,-20.951256
315599.8,40234.74,-20.93386
316199.8,40830.54,-20.916485
316799.8,41266.73,-20.899126
316800,41266.79,-20.89912
316800,41266.79,-20.89912
317399.78,46080.008,-20.88174
317999.78,54079.598,-20.864428
318599.78,58692.773,-20.847197
319199.78,58117.5,-20.829966
319799.78,57011.707,-20.812723
320399.78,57744,-20.795496
320400,57744.42,-20.79549
320400,57744.42,-20.79549
320999.78,64419.707,-20.778273
321599.78,71824.54,-20.761114
322199.78,70585.72,-20.743967
322799.78,67439.984,-20.726795
323399.78,67855.56,-20.709635
323999.78,69260.88,-20.6925
324000,69261.14,-20.692493
324000,69261.14,-20.692493
324599.78,71986.875,-20.675364
325199.78,75242.47,-20.658257
325799.78,74954.51,-20.641167
326399.78,73702.6,-20.624077
326999.78,73848.99,-20.607004
327599.78,74446.6,-20.589958
327600,74446.71,-20.589952
327600,0,-0
328199.78,0,-0
328799.78,0,-0
329399.78,0,-0
329999.78,0,-0
330599.78,0,-0
331199.78,0,-0
331200,0,-0
331200,0,-0
331799.78,0,-0
332399.78,0,-0
332999.78,0,-0
333599.78,0,-0
334199.78,0,-0
334799.78,0,-0
334800,0,-0
334800,0,-0
335399.78,0,-0
335999.78,0,-0
336599.78,0,-0
337199.78,0,-0
337799.78,0,-0
338399.78,0,-0
338400,0,-0
338400,0,-0
338999.78,0,-0
339599.78,0,-0
340199.78,0,-0
340799.78,0,-0
341399.78,0,-0
341999.78,0,-0
342000,0,-0
342000,0,-0
342599.78,0,-0
343199.78,0,-0
343799.78,0,-0
344399.78,0,-0
344999.78,0,-0
345599.78,0,-0
345600,0,-0
345600,0,-0
346199.78,0,-0
346799.78,0,-0
347399.78,0,-0
347999.78,0,-0
348599.78,0,-0
349199.78,0,-0
349200,0,-0
349200,0,-0
349799.78,0,-0
350399.78,0,-0
350999.78,0,-0
351599.78,0,-0
352199.78,0,-0
352799.78,0,-0
352800,0,-0
352800,0,-0
353399.78,0,-0
353999.78,0,-0
354599.78,0,-0
355199.78,0,-0
355799.78,0,-0
356399.78,0,-0
356400,0,-0
356400,0,-0
356999.78,0,-0
357599.78,0,-0
358199.78,0,-0
358799.78,0,-0
359399.78,0,-0
359999.78,0,-0
360000,0,-0
360000,0,-0
360599.78,0,-0
361199.78,0,-0
361799.78,0,-0
362399.78,0,-0
362999.78,0,-0
363599.78,0,-0
363600,0,-0
363600,0,-0
364199.78,0,-0
364799.78,0,-0
365399.78,0,-0
365999.78,0,-0
366599.75,0,-0
367199.75,0,-0
367200,0,-0
367200,74446.71,-20.589952
367799.75,90293.06,-20.502491
368399.75,92388.75,-20.475994
368999.75,91455.14,-20.4577
369599.75,90358.125,-20.440525
370199.75,89445.2,-20.423512
370799.75,88717.48,-20.406536
370800,88717.22,-20.406528
370800,88717.22,-20.406528
371399.75,110406.02,-20.460777
371999.75,110738.305,-20.453196
372599.75,102764.55,-20.437351
373199.75,81772.09,-20.420385
373799.75,71592.164,-20.403309
374399.75,76275.2,-20.386362
374400,76277.73,-20.386354
374400,76277.73,-20.386354
374999.75,71790.62,-20.369543
375599.75,56257.535,-20.352663
376199.75,52643.355,-20.335768
376799.75,57150.062,-20.318954
377399.75,57237.766,-20.302177
377999.75,53022.805,-20.285385
378000,53021.06,-20.285378
378000,53021.06,-20.285378
378599.75,48475.266,-20.268595
379199.75,45253.09,-20.251816
379799.75,43881.66,-20.235062
380399.75,42486.98,-20.218327
380999.75,40832.61,-20.201605
381599.75,39504.168,-20.184893
381600,39503.703,-20.184887
381600,39503.703,-20.184887
382199.75,36754.43,-20.168196
382339.7,35732.715,-20.164295
382339.7,35732.715,-20.164295
382349.16,35674.117,-20.164032
382349.16,35674.117,-20.164032
382799.75,33927.465,-20.151464
383399.75,33564.92,-20.134745
383999.75,33403.516,-20.118046
384599.75,32819.04,-20.101358
385199.75,32182.39,-20.084684
385200,32182.18,-20.084677
385200,32182.18,-20.084677
385799.75,31767.744,-20.068022
386399.75,31368.086,-20.051374
386999.75,30898.914,-20.03474
387599.75,30466.51,-20.01812
388199.75,30090.742,-20.001513
388799.75,29698.73,-19.984919
388800,29698.559,-19.984911
388800,29698.559,-19.984911
389399.75,30934.416,-19.968325
389999.75,32448.96,-19.951757
390599.75,31744.518,-19.93521
391199.75,31025.076,-19.918667
391799.75,31180.182,-19.902143
392399.75,31181.545,-19.885635
392400,31181.44,-19.885628
392400,31181.44,-19.885628
392999.75,30838.812,-19.869139
393599.75,30614.229,-19.852652
394199.75,30520.697,-19.83618
394799.75,30349.617,-19.819721
395399.75,30137.006,-19.803278
395999.75,30023.379,-19.786848
396000,30023.344,-19.78684
396000,30023.344,-19.78684
396599.75,28433.809,-19.770447
397199.75,26151.74,-19.754026
397799.75,27083.213,-19.737629
398399.75,27274.672,-19.721254
398999.75,26820.84,-19.704891
399599.75,26808.127,-19.68854
399600,26808.201,-19.688532
399600,26808.201,-19.688532
400199.75,28458.018,-19.67219
400799.75,30387.205,-19.655869
401399.75,29990.568,-19.639565
401999.75,29455.697,-19.623268
402210.72,29507.402,-19.617542
402210.72,29507.402,-19.617542
402237.06,29521.297,-19.616827
402237.06,29521.297,-19.616827
402599.75,29787.982,-19.606989
403199.75,30089.98,-19.590727
403200,30090.006,-19.590721
403200,30090.006,-19.590721
403799.75,34892.44,-19.574438
404399.75,40372.773,-19.558193
404999.75,42398.35,-19.54201
405599.75,44106.47,-19.525862
406199.75,44867.945,-19.50973
406799.75,44521.574,-19.493603
406800,44521.414,-19.493595
406800,44521.414,-19.493595
407399.75,50294.79,-19.477467
407999.75,58166.332,-19.461391
408599.75,57569.465,-19.445326
409199.75,54436.727,-19.429237
409799.75,54772.9,-19.413158
410399.75,56438.387,-19.39711
410400,56438.855,-19.397102
410400,56438.855,-19.397102
410999.75,59424.145,-19.381067
411599.75,62789.598,-19.365051
412199.75,62583.363,-19.349047
412799.75,61429.938,-19.333042
413399.75,61721.36,-19.317053
413999.75,62505.074,-19.301088
414000,62505.3,-19.30108
414000,0,-0
414599.75,0,-0
415199.72,0,-0
415799.72,0,-0
416399.72,0,-0
416999.72,0,-0
417599.72,0,-0
417600,0,-0
417600,0,-0
418199.72,0,-0
418799.72,0,-0
419399.72,0,-0
419999.72,0,-0
420599.72,0,-0
421199.72,0,-0
421200,0,-0
421200,0,-0
421799.72,0,-0
422399.72,0,-0
422999.72,0,-0
423599.72,0,-0
424199.72,0,-0
424799.72,0,-0
424800,0,-0
424800,0,-0
425399.72,0,-0
425999.72,0,-0
426599.72,0,-0
427199.72,0,-0
427799.72,0,-0
428399.72,0,-0
428400,0,-0
428400,0,-0
428999.72,0,-0
429599.72,0,-0
430199.72,0,-0
430799.72,0,-0
431399.72,0,-0
431999.72,0,-0
432000,0,-0
432000,0,-0
432599.72,0,-0
433199.72,0,-0
433799.72,0,-0
434399.72,0,-0
434999.72,0,-0
435599.72,0,-0
435600,0,-0
435600,0,-0
436199.72,0,-0
436799.72,0,-0
437399.72,0,-0
437999.72,0,-0
438599.72,0,-0
439199.72,0,-0
439200,0,-0
439200,0,-0
439799.72,0,-0
440399.72,0,-0
440999.72,0,-0
441599.72,0,-0
442199.72,0,-0
442799.72,0,-0
442800,0,-0
442800,0,-0
443399.72,0,-0
443999.72,0,-0
444599.72,0,-0
445199.72,0,-0
445799.72,0,-0
446399.72,0,-0
446400,0,-0
446400,0,-0
446999.72,0,-0
447599.72,0,-0
448199.72,0,-0
448799.72,0,-0
449399.72,0,-0
449999.72,0,-0
450000,0,-0
450000,0,-0
450599.72,0,-0
451199.72,0,-0
451799.72,0,-0
452399.72,0,-0
452999.72,0,-0
453599.72,0,-0
453600,0,-0
453600,62505.3,-19.30108
454199.72,93030.875,-19.21472
454799.72,95641.016,-19.189302
455399.72,94776.945,-19.172094
455999.72,93696.38,-19.155994
456599.72,92797.11,-19.140059
457199.72,92087.38,-19.124157
457200,92087.08,-19.12415
457200,92087.08,-19.12415
457799.72,115853.086,-19.179245
458399.72,116297.06,-19.172796
458999.72,98753.82,-19.158064
459599.72,78027.12,-19.142168
460199.72,77058.805,-19.126226
460799.72,83064.4,-19.110413
460800,83066.04,-19.110405
460800,83066.04,-19.110405
461399.72,74459.61,-19.094673
461999.72,58249.19,-19.078854
462599.72,57240.477,-19.063038
463199.72,61930.723,-19.047306
463799.72,60604.645,-19.031593
464399.7,56070.87,-19.01586
464400,56068.9,-19.015852
464400,56068.9,-19.015852
464999.7,51914.035,-19.000132
465599.7,48494.18,-18.984415
466199.7,46595.316,-18.968718
466799.7,44839.766,-18.953041
467399.7,42971.863,-18.937378
467999.7,41361.625,-18.921732
468000,41360.875,-18.921724
468000,41360.875,-18.921724
468599.7,38013.6,-18.906096
469199.7,35330.375,-18.890425
469799.7,34851.46,-18.874767
470208.03,34631.742,-18.864122
470208.03,34631.742,-18.864122
470214.94,34625.707,-18.863941
470214.94,34625.707,-18.863941
470399.7,34435.2,-18.859127
470999.7,33598.67,-18.8435
471599.7,32880.18,-18.827885
471600,32879.88,-18.827877
471600,32879.88,-18.827877
472199.7,32304.834,-18.81228
472799.7,31681.98,-18.796688
473399.7,31048.578,-18.781109
473999.7,30490.072,-18.76554
474599.7,29990.613,-18.74998
475199.7,29515.012,-18.734434
475200,29514.775,-18.734426
475200,29514.775,-18.734426
475799.7,30604.053,-18.718885
476399.7,32205.871,-18.703363
476999.7,31338.25,-18.687859
477599.7,30434.662,-18.672358
478199.7,30441.738,-18.656872
478799.7,30381.385,-18.6414
478800,30381.227,-18.641392
478800,30381.227,-18.641392
479399.7,29942.725,-18.625935
479999.7,29566.22,-18.610481
480599.7,29353.783,-18.595041
481199.7,29128.926,-18.579615
481799.7,28872.855,-18.564205
482399.7,28674.318,-18.54881
482400,28674.234,-18.548801
482400,28674.234,-18.548801
482999.7,26820.855,-18.53342
483599.7,26205.965,-18.518017
484199.7,26129.223,-18.502615
484799.7,26132.996,-18.487225
485399.7,26175.291,-18.471848
485999.7,26198.262,-18.456484
486000,26198.271,-18.456476
486000,26198.271,-18.456476
486599.7,26275.596,-18.441118
487199.7,28042.344,-18.4258
487799.7,28571.21,-18.410532
487972.25,28502.123,-18.406143
487972.25,28502.123,-18.406143
487993.62,28490.77,-18.405602
487993.62,28490.77,-18.405602
488399.7,28342.74,-18.395275
488999.7,28577.033,-18.380026
489599.7,28800.158,-18.364786
489600,28800.232,-18.364779
489600,28800.232,-18.364779
490199.7,33800.086,-18.349512
490799.7,39552.824,-18.334291
491399.7,38430.676,-18.319096
491999.7,36877.887,-18.303898
492599.7,38892.465,-18.288748
493199.7,43037.32,-18.273664
493200,43038.33,-18.273657
493200,43038.33,-18.273657
493799.7,49070.223,-18.258574
494399.7,55563.523,-18.243519
494999.7,54579.137,-18.228468
495599.7,52174.94,-18.213398
496199.7,52921.52,-18.198343
496799.7,54271.04,-18.183315
496800,54271.383,-18.183308
496800,54271.383,-18.183308
497399.7,57043.547,-18.168291
497999.7,60466.977,-18.153294
498599.7,60209.47,-18.13831
499199.7,58955.457,-18.123323
499799.7,59204.977,-18.108347
500399.7,59958.53,-18.093393
500400,59958.785,-18.093386
500400,0,-0
500999.7,0,-0
501599.7,0,-0
502199.7,0,-0
502799.7,0,-0
503399.7,0,-0
503999.7,0,-0
504000,0,-0
504000,0,-0
504599.7,0,-0
505199.7,0,-0
505799.7,0,-0
506399.7,0,-0
506999.7,0,-0
507599.7,0,-0
507600,0,-0
507600,0,-0
508199.7,0,-0
508799.7,0,-0
509399.7,0,-0
509999.7,0,-0
510599.7,0,-0
511199.7,0,-0
511200,0,-0
511200,0,-0
511799.7,0,-0
512399.7,0,-0
512999.66,0,-0
513599.66,0,-0
514199.66,0,-0
514799.66,0,-0
514800,0,-0
514800,0,-0
515399.66,0,-0
515999.66,0,-0
516599.66,0,-0
517199.66,0,-0
517799.66,0,-0
518399.66,0,-0
518400,0,-0
518400,0,-0
518999.66,0,-0
519599.66,0,-0
520199.66,0,-0
520799.66,0,-0
521399.66,0,-0
521999.66,0,-0
522000,0,-0
522000,0,-0
522599.66,0,-0
523199.66,0,-0
523799.66,0,-0
524399.7,0,-0
524999.7,0,-0
525599.7,0,-0
525600,0,-0
525600,0,-0
526199.7,0,-0
526799.7,0,-0
527399.7,0,-0
527999.7,0,-0
528599.7,0,-0
529199.7,0,-0
529200,0,-0
529200,0,-0
529799.7,0,-0
530399.7,0,-0
530999.7,0,-0
531599.7,0,-0
532199.7,0,-0
532799.7,0,-0
532800,0,-0
532800,0,-0
533399.7,0,-0
533999.7,0,-0
