# time: time of price [s],
# PriceGasPower: Price of gas power [$/kWh],
time,PriceGasPower
0,0.036283
900,0.036283
1800,0.036283
2700,0.036283
3600,0.036283
4500,0.036283
5400,0.036283
6300,0.036283
7200,0.036283
8100,0.036283
9000,0.036283
9900,0.036283
10800,0.036283
11700,0.036283
12600,0.036283
13500,0.036283
14400,0.036283
15300,0.036283
16200,0.036283
17100,0.036283
18000,0.036283
18900,0.036283
19800,0.036283
20700,0.036283
21600,0.036283
22500,0.036283
23400,0.036283
24300,0.036283
25200,0.036283
26100,0.036283
27000,0.036283
27900,0.036283
28800,0.036283
29700,0.036283
30600,0.036283
31500,0.036283
32400,0.036283
33300,0.036283
34200,0.036283
35100,0.036283
36000,0.036283
36900,0.036283
37800,0.036283
38700,0.036283
39600,0.036283
40500,0.036283
41400,0.036283
42300,0.036283
43200,0.036283
44100,0.036283
45000,0.036283
45900,0.036283
46800,0.036283
47700,0.036283
48600,0.036283
49500,0.036283
50400,0.036283
51300,0.036283
52200,0.036283
53100,0.036283
54000,0.036283
54900,0.036283
55800,0.036283
56700,0.036283
57600,0.036283
58500,0.036283
59400,0.036283
60300,0.036283
61200,0.036283
62100,0.036283
63000,0.036283
63900,0.036283
64800,0.036283
65700,0.036283
66600,0.036283
67500,0.036283
68400,0.036283
69300,0.036283
70200,0.036283
71100,0.036283
72000,0.036283
72900,0.036283
73800,0.036283
74700,0.036283
75600,0.036283
76500,0.036283
77400,0.036283
78300,0.036283
79200,0.036283
80100,0.036283
81000,0.036283
81900,0.036283
82800,0.036283
83700,0.036283
84600,0.036283
85500,0.036283
86400,0.036283
87300,0.036283
88200,0.036283
89100,0.036283
90000,0.036283
90900,0.036283
91800,0.036283
92700,0.036283
93600,0.036283
94500,0.036283
95400,0.036283
96300,0.036283
97200,0.036283
98100,0.036283
99000,0.036283
99900,0.036283
100800,0.036283
101700,0.036283
102600,0.036283
103500,0.036283
104400,0.036283
105300,0.036283
106200,0.036283
107100,0.036283
108000,0.036283
108900,0.036283
109800,0.036283
110700,0.036283
111600,0.036283
112500,0.036283
113400,0.036283
114300,0.036283
115200,0.036283
116100,0.036283
117000,0.036283
117900,0.036283
118800,0.036283
119700,0.036283
120600,0.036283
121500,0.036283
122400,0.036283
123300,0.036283
124200,0.036283
125100,0.036283
126000,0.036283
126900,0.036283
127800,0.036283
128700,0.036283
129600,0.036283
130500,0.036283
131400,0.036283
132300,0.036283
133200,0.036283
134100,0.036283
135000,0.036283
135900,0.036283
136800,0.036283
137700,0.036283
138600,0.036283
139500,0.036283
140400,0.036283
141300,0.036283
142200,0.036283
143100,0.036283
144000,0.036283
144900,0.036283
145800,0.036283
146700,0.036283
147600,0.036283
148500,0.036283
149400,0.036283
150300,0.036283
151200,0.036283
152100,0.036283
153000,0.036283
153900,0.036283
154800,0.036283
155700,0.036283
156600,0.036283
157500,0.036283
158400,0.036283
159300,0.036283
160200,0.036283
161100,0.036283
162000,0.036283
162900,0.036283
163800,0.036283
164700,0.036283
165600,0.036283
166500,0.036283
167400,0.036283
168300,0.036283
169200,0.036283
170100,0.036283
171000,0.036283
171900,0.036283
172800,0.036283
173700,0.036283
174600,0.036283
175500,0.036283
176400,0.036283
177300,0.036283
178200,0.036283
179100,0.036283
180000,0.036283
180900,0.036283
181800,0.036283
182700,0.036283
183600,0.036283
184500,0.036283
185400,0.036283
186300,0.036283
187200,0.036283
188100,0.036283
189000,0.036283
189900,0.036283
190800,0.036283
191700,0.036283
192600,0.036283
193500,0.036283
194400,0.036283
195300,0.036283
196200,0.036283
197100,0.036283
198000,0.036283
198900,0.036283
199800,0.036283
200700,0.036283
201600,0.036283
202500,0.036283
203400,0.036283
204300,0.036283
205200,0.036283
206100,0.036283
207000,0.036283
207900,0.036283
208800,0.036283
209700,0.036283
210600,0.036283
211500,0.036283
212400,0.036283
213300,0.036283
214200,0.036283
215100,0.036283
216000,0.036283
216900,0.036283
217800,0.036283
218700,0.036283
219600,0.036283
220500,0.036283
221400,0.036283
222300,0.036283
223200,0.036283
224100,0.036283
225000,0.036283
225900,0.036283
226800,0.036283
227700,0.036283
228600,0.036283
229500,0.036283
230400,0.036283
231300,0.036283
232200,0.036283
233100,0.036283
234000,0.036283
234900,0.036283
235800,0.036283
236700,0.036283
237600,0.036283
238500,0.036283
239400,0.036283
240300,0.036283
241200,0.036283
242100,0.036283
243000,0.036283
243900,0.036283
244800,0.036283
245700,0.036283
246600,0.036283
247500,0.036283
248400,0.036283
249300,0.036283
250200,0.036283
251100,0.036283
252000,0.036283
252900,0.036283
253800,0.036283
254700,0.036283
255600,0.036283
256500,0.036283
257400,0.036283
258300,0.036283
259200,0.036283
260100,0.036283
261000,0.036283
261900,0.036283
262800,0.036283
263700,0.036283
264600,0.036283
265500,0.036283
266400,0.036283
267300,0.036283
268200,0.036283
269100,0.036283
270000,0.036283
270900,0.036283
271800,0.036283
272700,0.036283
273600,0.036283
274500,0.036283
275400,0.036283
276300,0.036283
277200,0.036283
278100,0.036283
279000,0.036283
279900,0.036283
280800,0.036283
281700,0.036283
282600,0.036283
283500,0.036283
284400,0.036283
285300,0.036283
286200,0.036283
287100,0.036283
288000,0.036283
288900,0.036283
289800,0.036283
290700,0.036283
291600,0.036283
292500,0.036283
293400,0.036283
294300,0.036283
295200,0.036283
296100,0.036283
297000,0.036283
297900,0.036283
298800,0.036283
299700,0.036283
300600,0.036283
301500,0.036283
302400,0.036283
303300,0.036283
304200,0.036283
305100,0.036283
306000,0.036283
306900,0.036283
307800,0.036283
308700,0.036283
309600,0.036283
310500,0.036283
311400,0.036283
312300,0.036283
313200,0.036283
314100,0.036283
315000,0.036283
315900,0.036283
316800,0.036283
317700,0.036283
318600,0.036283
319500,0.036283
320400,0.036283
321300,0.036283
322200,0.036283
323100,0.036283
324000,0.036283
324900,0.036283
325800,0.036283
326700,0.036283
327600,0.036283
328500,0.036283
329400,0.036283
330300,0.036283
331200,0.036283
332100,0.036283
333000,0.036283
333900,0.036283
334800,0.036283
335700,0.036283
336600,0.036283
337500,0.036283
338400,0.036283
339300,0.036283
340200,0.036283
341100,0.036283
342000,0.036283
342900,0.036283
343800,0.036283
344700,0.036283
345600,0.036283
346500,0.036283
347400,0.036283
348300,0.036283
349200,0.036283
350100,0.036283
351000,0.036283
351900,0.036283
352800,0.036283
353700,0.036283
354600,0.036283
355500,0.036283
356400,0.036283
357300,0.036283
358200,0.036283
359100,0.036283
360000,0.036283
360900,0.036283
361800,0.036283
362700,0.036283
363600,0.036283
364500,0.036283
365400,0.036283
366300,0.036283
367200,0.036283
368100,0.036283
369000,0.036283
369900,0.036283
370800,0.036283
371700,0.036283
372600,0.036283
373500,0.036283
374400,0.036283
375300,0.036283
376200,0.036283
377100,0.036283
378000,0.036283
378900,0.036283
379800,0.036283
380700,0.036283
381600,0.036283
382500,0.036283
383400,0.036283
