# time: time of price [s],
# PriceElectricPowerConstant: Price of electricity in constant scenario [$/kWh],
time,PriceElectricPowerConstant
0,0.06931
900,0.06931
1800,0.06931
2700,0.06931
3600,0.06931
4500,0.06931
5400,0.06931
6300,0.06931
7200,0.06931
8100,0.06931
9000,0.06931
9900,0.06931
10800,0.06931
11700,0.06931
12600,0.06931
13500,0.06931
14400,0.06931
15300,0.06931
16200,0.06931
17100,0.06931
18000,0.06931
18900,0.06931
19800,0.06931
20700,0.06931
21600,0.06931
22500,0.06931
23400,0.06931
24300,0.06931
25200,0.06931
26100,0.06931
27000,0.06931
27900,0.06931
28800,0.06931
29700,0.06931
30600,0.06931
31500,0.06931
32400,0.06931
33300,0.06931
34200,0.06931
35100,0.06931
36000,0.06931
36900,0.06931
37800,0.06931
38700,0.06931
39600,0.06931
40500,0.06931
41400,0.06931
42300,0.06931
43200,0.06931
44100,0.06931
45000,0.06931
45900,0.06931
46800,0.06931
47700,0.06931
48600,0.06931
49500,0.06931
50400,0.06931
51300,0.06931
52200,0.06931
53100,0.06931
54000,0.06931
54900,0.06931
55800,0.06931
56700,0.06931
57600,0.06931
58500,0.06931
59400,0.06931
60300,0.06931
61200,0.06931
62100,0.06931
63000,0.06931
63900,0.06931
64800,0.06931
65700,0.06931
66600,0.06931
67500,0.06931
68400,0.06931
69300,0.06931
70200,0.06931
71100,0.06931
72000,0.06931
72900,0.06931
73800,0.06931
74700,0.06931
75600,0.06931
76500,0.06931
77400,0.06931
78300,0.06931
79200,0.06931
80100,0.06931
81000,0.06931
81900,0.06931
82800,0.06931
83700,0.06931
84600,0.06931
85500,0.06931
86400,0.06931
87300,0.06931
88200,0.06931
89100,0.06931
90000,0.06931
90900,0.06931
91800,0.06931
92700,0.06931
93600,0.06931
94500,0.06931
95400,0.06931
96300,0.06931
97200,0.06931
98100,0.06931
99000,0.06931
99900,0.06931
100800,0.06931
101700,0.06931
102600,0.06931
103500,0.06931
104400,0.06931
105300,0.06931
106200,0.06931
107100,0.06931
108000,0.06931
108900,0.06931
109800,0.06931
110700,0.06931
111600,0.06931
112500,0.06931
113400,0.06931
114300,0.06931
115200,0.06931
116100,0.06931
117000,0.06931
117900,0.06931
118800,0.06931
119700,0.06931
120600,0.06931
121500,0.06931
122400,0.06931
123300,0.06931
124200,0.06931
125100,0.06931
126000,0.06931
126900,0.06931
127800,0.06931
128700,0.06931
129600,0.06931
130500,0.06931
131400,0.06931
132300,0.06931
133200,0.06931
134100,0.06931
135000,0.06931
135900,0.06931
136800,0.06931
137700,0.06931
138600,0.06931
139500,0.06931
140400,0.06931
141300,0.06931
142200,0.06931
143100,0.06931
144000,0.06931
144900,0.06931
145800,0.06931
146700,0.06931
147600,0.06931
148500,0.06931
149400,0.06931
150300,0.06931
151200,0.06931
152100,0.06931
153000,0.06931
153900,0.06931
154800,0.06931
155700,0.06931
156600,0.06931
157500,0.06931
158400,0.06931
159300,0.06931
160200,0.06931
161100,0.06931
162000,0.06931
162900,0.06931
163800,0.06931
164700,0.06931
165600,0.06931
166500,0.06931
167400,0.06931
168300,0.06931
169200,0.06931
170100,0.06931
171000,0.06931
171900,0.06931
172800,0.06931
173700,0.06931
174600,0.06931
175500,0.06931
176400,0.06931
177300,0.06931
178200,0.06931
179100,0.06931
180000,0.06931
180900,0.06931
181800,0.06931
182700,0.06931
183600,0.06931
184500,0.06931
185400,0.06931
186300,0.06931
187200,0.06931
188100,0.06931
189000,0.06931
189900,0.06931
190800,0.06931
191700,0.06931
192600,0.06931
193500,0.06931
194400,0.06931
195300,0.06931
196200,0.06931
197100,0.06931
198000,0.06931
198900,0.06931
199800,0.06931
200700,0.06931
201600,0.06931
202500,0.06931
203400,0.06931
204300,0.06931
205200,0.06931
206100,0.06931
207000,0.06931
207900,0.06931
208800,0.06931
209700,0.06931
210600,0.06931
211500,0.06931
212400,0.06931
213300,0.06931
214200,0.06931
215100,0.06931
216000,0.06931
216900,0.06931
217800,0.06931
218700,0.06931
219600,0.06931
220500,0.06931
221400,0.06931
222300,0.06931
223200,0.06931
224100,0.06931
225000,0.06931
225900,0.06931
226800,0.06931
227700,0.06931
228600,0.06931
229500,0.06931
230400,0.06931
231300,0.06931
232200,0.06931
233100,0.06931
234000,0.06931
234900,0.06931
235800,0.06931
236700,0.06931
237600,0.06931
238500,0.06931
239400,0.06931
240300,0.06931
241200,0.06931
242100,0.06931
243000,0.06931
243900,0.06931
244800,0.06931
245700,0.06931
246600,0.06931
247500,0.06931
248400,0.06931
249300,0.06931
250200,0.06931
251100,0.06931
252000,0.06931
252900,0.06931
253800,0.06931
254700,0.06931
255600,0.06931
256500,0.06931
257400,0.06931
258300,0.06931
259200,0.06931
260100,0.06931
261000,0.06931
261900,0.06931
262800,0.06931
263700,0.06931
264600,0.06931
265500,0.06931
266400,0.06931
267300,0.06931
268200,0.06931
269100,0.06931
270000,0.06931
270900,0.06931
271800,0.06931
272700,0.06931
273600,0.06931
274500,0.06931
275400,0.06931
276300,0.06931
277200,0.06931
278100,0.06931
279000,0.06931
279900,0.06931
280800,0.06931
281700,0.06931
282600,0.06931
283500,0.06931
284400,0.06931
285300,0.06931
286200,0.06931
287100,0.06931
288000,0.06931
288900,0.06931
289800,0.06931
290700,0.06931
291600,0.06931
292500,0.06931
293400,0.06931
294300,0.06931
295200,0.06931
296100,0.06931
297000,0.06931
297900,0.06931
298800,0.06931
299700,0.06931
300600,0.06931
301500,0.06931
302400,0.06931
303300,0.06931
304200,0.06931
305100,0.06931
306000,0.06931
306900,0.06931
307800,0.06931
308700,0.06931
309600,0.06931
310500,0.06931
311400,0.06931
312300,0.06931
313200,0.06931
314100,0.06931
315000,0.06931
315900,0.06931
316800,0.06931
317700,0.06931
318600,0.06931
319500,0.06931
320400,0.06931
321300,0.06931
322200,0.06931
323100,0.06931
324000,0.06931
324900,0.06931
325800,0.06931
326700,0.06931
327600,0.06931
328500,0.06931
329400,0.06931
330300,0.06931
331200,0.06931
332100,0.06931
333000,0.06931
333900,0.06931
334800,0.06931
335700,0.06931
336600,0.06931
337500,0.06931
338400,0.06931
339300,0.06931
340200,0.06931
341100,0.06931
342000,0.06931
342900,0.06931
343800,0.06931
344700,0.06931
345600,0.06931
346500,0.06931
347400,0.06931
348300,0.06931
349200,0.06931
350100,0.06931
351000,0.06931
351900,0.06931
352800,0.06931
353700,0.06931
354600,0.06931
355500,0.06931
356400,0.06931
