time,EPlus96_reaHeaLoaBotCor_y,EPlus96_reaHeaLoaBotEas_y,EPlus96_reaHeaLoaBotNor_y,EPlus96_reaHeaLoaBotSou_y,EPlus96_reaHeaLoaBotWes_y,EPlus96_reaHeaLoaMidCor_y,EPlus96_reaHeaLoaMidEas_y,EPlus96_reaHeaLoaMidNor_y,EPlus96_reaHeaLoaMidSou_y,EPlus96_reaHeaLoaMidWes_y,EPlus96_reaHeaLoaTopCor_y,EPlus96_reaHeaLoaTopEas_y,EPlus96_reaHeaLoaTopNor_y,EPlus96_reaHeaLoaTopSou_y,EPlus96_reaHeaLoaTopWes_y,EPlus96_reaLatCooLoaBotCor_y,EPlus96_reaLatCooLoaBotEas_y,EPlus96_reaLatCooLoaBotNor_y,EPlus96_reaLatCooLoaBotSou_y,EPlus96_reaLatCooLoaBotWes_y,EPlus96_reaLatCooLoaMidCor_y,EPlus96_reaLatCooLoaMidEas_y,EPlus96_reaLatCooLoaMidNor_y,EPlus96_reaLatCooLoaMidSou_y,EPlus96_reaLatCooLoaMidWes_y,EPlus96_reaLatCooLoaTopCor_y,EPlus96_reaLatCooLoaTopEas_y,EPlus96_reaLatCooLoaTopNor_y,EPlus96_reaLatCooLoaTopSou_y,EPlus96_reaLatCooLoaTopWes_y,EPlus96_reaOccSch_y,EPlus96_reaPeoCouBotCor_y,EPlus96_reaPeoCouBotEas_y,EPlus96_reaPeoCouBotNor_y,EPlus96_reaPeoCouBotSou_y,EPlus96_reaPeoCouBotWes_y,EPlus96_reaPeoCouMidCor_y,EPlus96_reaPeoCouMidEas_y,EPlus96_reaPeoCouMidNor_y,EPlus96_reaPeoCouMidSou_y,EPlus96_reaPeoCouMidWes_y,EPlus96_reaPeoCouTopCor_y,EPlus96_reaPeoCouTopEas_y,EPlus96_reaPeoCouTopNor_y,EPlus96_reaPeoCouTopSou_y,EPlus96_reaPeoCouTopWes_y,EPlus96_reaRelHum_y,EPlus96_reaSenCooLoaBotCor_y,EPlus96_reaSenCooLoaBotEas_y,EPlus96_reaSenCooLoaBotNor_y,EPlus96_reaSenCooLoaBotSou_y,EPlus96_reaSenCooLoaBotWes_y,EPlus96_reaSenCooLoaMidCor_y,EPlus96_reaSenCooLoaMidEas_y,EPlus96_reaSenCooLoaMidNor_y,EPlus96_reaSenCooLoaMidSou_y,EPlus96_reaSenCooLoaMidWes_y,EPlus96_reaSenCooLoaTopCor_y,EPlus96_reaSenCooLoaTopEas_y,EPlus96_reaSenCooLoaTopNor_y,EPlus96_reaSenCooLoaTopSou_y,EPlus96_reaSenCooLoaTopWes_y,EPlus96_reaTDryBul_y,EPlus96_reaTWetBul_y,EPlus96_oveTZonBotCor_activate,EPlus96_oveTZonBotCor_u,EPlus96_oveTZonBotEas_activate,EPlus96_oveTZonBotEas_u,EPlus96_oveTZonBotNor_activate,EPlus96_oveTZonBotNor_u,EPlus96_oveTZonBotSou_activate,EPlus96_oveTZonBotSou_u,EPlus96_oveTZonBotWes_activate,EPlus96_oveTZonBotWes_u,EPlus96_oveTZonMidCor_activate,EPlus96_oveTZonMidCor_u,EPlus96_oveTZonMidEas_activate,EPlus96_oveTZonMidEas_u,EPlus96_oveTZonMidNor_activate,EPlus96_oveTZonMidNor_u,EPlus96_oveTZonMidSou_activate,EPlus96_oveTZonMidSou_u,EPlus96_oveTZonMidWes_activate,EPlus96_oveTZonMidWes_u,EPlus96_oveTZonTopCor_activate,EPlus96_oveTZonTopCor_u,EPlus96_oveTZonTopEas_activate,EPlus96_oveTZonTopEas_u,EPlus96_oveTZonTopNor_activate,EPlus96_oveTZonTopNor_u,EPlus96_oveTZonTopSou_activate,EPlus96_oveTZonTopSou_u,EPlus96_oveTZonTopWes_activate,EPlus96_oveTZonTopWes_u
17107200.0,37293.19186102389,3855.9744345865474,6074.335647352993,5922.131075544261,3675.9049952237983,37364.55197926174,3867.086385841998,6066.283408584444,5927.363583804334,3696.5602518284722,34873.04630415444,3656.770670531703,5749.332672306482,5597.53406683568,3472.6054082059563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8200000000000001,-37293.19186102389,-3855.9744345865474,-6074.335647352993,-5922.131075544261,-3675.9049952237983,-37364.55197926174,-3867.086385841998,-6066.283408584444,-5927.363583804334,-3696.5602518284722,-34873.04630415444,-3656.770670531703,-5749.332672306482,-5597.53406683568,-3472.6054082059563,26.100000000000023,296.845296983383,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
17107230.0,37293.19186102389,3855.9744345865474,6074.335647352993,5922.131075544261,3675.9049952237983,37364.55197926174,3867.086385841998,6066.283408584444,5927.363583804334,3696.5602518284722,34873.04630415444,3656.770670531703,5749.332672306482,5597.53406683568,3472.6054082059563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82025,-37293.19186102389,-3855.9744345865474,-6074.335647352993,-5922.131075544261,-3675.9049952237983,-37364.55197926174,-3867.086385841998,-6066.283408584444,-5927.363583804334,-3696.5602518284722,-34873.04630415444,-3656.770670531703,-5749.332672306482,-5597.53406683568,-3472.6054082059563,26.096421822390596,296.84540263012633,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
17107260.0,37293.19186102389,3855.9744345865474,6074.335647352993,5922.131075544261,3675.9049952237983,37364.55197926174,3867.086385841998,6066.283408584444,5927.363583804334,3696.5602518284722,34873.04630415444,3656.770670531703,5749.332672306482,5597.53406683568,3472.6054082059563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205,-37293.19186102389,-3855.9744345865474,-6074.335647352993,-5922.131075544261,-3675.9049952237983,-37364.55197926174,-3867.086385841998,-6066.283408584444,-5927.363583804334,-3696.5602518284722,-34873.04630415444,-3656.770670531703,-5749.332672306482,-5597.53406683568,-3472.6054082059563,26.09283020683023,296.84549450295793,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
17107290.0,46642.72895741003,4423.820880716172,7170.130774588513,6812.748465017052,4052.6906247755323,46928.34325512877,4459.234441267363,7179.848785919457,6854.33793784451,4103.469435322433,39074.633746247215,3904.7350858274003,6284.91950793525,5986.881813306914,3575.3832573510663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8207500000000001,-46642.72895741003,-4423.820880716172,-7170.130774588513,-6812.748465017052,-4052.6906247755323,-46928.34325512877,-4459.234441267363,-7179.848785919457,-6854.33793784451,-4103.469435322433,-39074.633746247215,-3904.7350858274003,-6284.91950793525,-5986.881813306914,-3575.3832573510663,26.08922524350652,296.8455726845848,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
17107320.0,46642.72895741003,4423.820880716172,7170.130774588513,6812.748465017052,4052.6906247755323,46928.34325512877,4459.234441267363,7179.848785919457,6854.33793784451,4103.469435322433,39074.633746247215,3904.7350858274003,6284.91950793525,5986.881813306914,3575.3832573510663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821,-46642.72895741003,-4423.820880716172,-7170.130774588513,-6812.748465017052,-4052.6906247755323,-46928.34325512877,-4459.234441267363,-7179.848785919457,-6854.33793784451,-4103.469435322433,-39074.633746247215,-3904.7350858274003,-6284.91950793525,-5986.881813306914,-3575.3832573510663,26.085607022607007,296.8456372577438,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
17107350.0,44772.3870186453,4257.171184133964,6903.3848810566415,6556.275929467796,3896.3227263537046,45044.117079543066,4291.699117906952,6912.751430350283,6596.872136355538,3946.0514639403045,37550.03572817228,3759.979023392123,6055.521481759861,5765.152900846573,3438.674035623597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82125,-44772.3870186453,-4257.171184133964,-6903.3848810566415,-6556.275929467796,-3896.3227263537046,-45044.117079543066,-4291.699117906952,-6912.751430350283,-6596.872136355538,-3946.0514639403045,-37550.03572817228,-3759.979023392123,-6055.521481759861,-5765.152900846573,-3438.674035623597,26.081975634319406,296.84568830520175,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
17107380.0,44772.3870186453,4257.171184133964,6903.3848810566415,6556.275929467796,3896.3227263537046,45044.117079543066,4291.699117906952,6912.751430350283,6596.872136355538,3946.0514639403045,37550.03572817228,3759.979023392123,6055.521481759861,5765.152900846573,3438.674035623597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8215000000000001,-44772.3870186453,-4257.171184133964,-6903.3848810566415,-6556.275929467796,-3896.3227263537046,-45044.117079543066,-4291.699117906952,-6912.751430350283,-6596.872136355538,-3946.0514639403045,-37550.03572817228,-3759.979023392123,-6055.521481759861,-5765.152900846573,-3438.674035623597,26.07833116883114,296.8457259097551,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
17107410.0,43526.082009828766,4134.2567158165475,6712.693158491777,6367.869476052132,3776.383122520667,43793.850223246554,4168.701171519264,6722.223522879416,6408.577662278665,3825.9900318078217,36414.86083928775,3646.1166888800726,5879.362436575044,5591.096863761792,3327.537499317339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82175,-43526.082009828766,-4134.2567158165475,-6712.693158491777,-6367.869476052132,-3776.383122520667,-43793.850223246554,-4168.701171519264,-6722.223522879416,-6408.577662278665,-3825.9900318078217,-36414.86083928775,-3646.1166888800726,-5879.362436575044,-5591.096863761792,-3327.537499317339,26.074673716329983,296.8457501542305,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
17107440.0,43526.082009828766,4134.2567158165475,6712.693158491777,6367.869476052132,3776.383122520667,43793.850223246554,4168.701171519264,6722.223522879416,6408.577662278665,3825.9900318078217,36414.86083928775,3646.1166888800726,5879.362436575044,5591.096863761792,3327.537499317339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8220000000000001,-43526.082009828766,-4134.2567158165475,-6712.693158491777,-6367.869476052132,-3776.383122520667,-43793.850223246554,-4168.701171519264,-6722.223522879416,-6408.577662278665,-3825.9900318078217,-36414.86083928775,-3646.1166888800726,-5879.362436575044,-5591.096863761792,-3327.537499317339,26.071003367003357,296.84576112148386,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
17107470.0,42492.41944616905,4030.46614329797,6551.885899164263,6208.895919377668,3675.0363148719844,42757.368552929605,4064.881610271739,6561.609915864217,6249.752508963764,3724.5763669503067,35466.12784327683,3549.3193821692475,5729.768769274524,5443.216132343659,3233.000024222194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222499999999999,-42492.41944616905,-4030.46614329797,-6551.885899164263,-6208.895919377668,-3675.0363148719844,-42757.368552929605,-4064.881610271739,-6561.609915864217,-6249.752508963764,-3724.5763669503067,-35466.12784327683,-3549.3193821692475,-5729.768769274524,-5443.216132343659,-3233.000024222194,26.067320211038975,296.84575889440146,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15,0.0,301.15
