# time: time of price [s],
# PriceElectricPowerConstant: Price of electricity in constant scenario [$/kWh],
time,PriceElectricPowerConstant
0,0.1457
900,0.1457
1800,0.1457
2700,0.1457
3600,0.1457
4500,0.1457
5400,0.1457
6300,0.1457
7200,0.1457
8100,0.1457
9000,0.1457
9900,0.1457
10800,0.1457
11700,0.1457
12600,0.1457
13500,0.1457
14400,0.1457
15300,0.1457
16200,0.1457
17100,0.1457
18000,0.1457
18900,0.1457
19800,0.1457
20700,0.1457
21600,0.1457
22500,0.1457
23400,0.1457
24300,0.1457
25200,0.1457
26100,0.1457
27000,0.1457
27900,0.1457
28800,0.1457
29700,0.1457
30600,0.1457
31500,0.1457
32400,0.1457
33300,0.1457
34200,0.1457
35100,0.1457
36000,0.1457
36900,0.1457
37800,0.1457
38700,0.1457
39600,0.1457
40500,0.1457
41400,0.1457
42300,0.1457
43200,0.1457
44100,0.1457
45000,0.1457
45900,0.1457
46800,0.1457
47700,0.1457
48600,0.1457
49500,0.1457
50400,0.1457
51300,0.1457
52200,0.1457
53100,0.1457
54000,0.1457
54900,0.1457
55800,0.1457
56700,0.1457
57600,0.1457
58500,0.1457
59400,0.1457
60300,0.1457
61200,0.1457
62100,0.1457
63000,0.1457
63900,0.1457
64800,0.1457
65700,0.1457
66600,0.1457
67500,0.1457
68400,0.1457
69300,0.1457
70200,0.1457
71100,0.1457
72000,0.1457
72900,0.1457
73800,0.1457
74700,0.1457
75600,0.1457
76500,0.1457
77400,0.1457
78300,0.1457
79200,0.1457
80100,0.1457
81000,0.1457
81900,0.1457
82800,0.1457
83700,0.1457
84600,0.1457
85500,0.1457
86400,0.1457
87300,0.1457
88200,0.1457
89100,0.1457
90000,0.1457
90900,0.1457
91800,0.1457
92700,0.1457
93600,0.1457
94500,0.1457
95400,0.1457
96300,0.1457
97200,0.1457
98100,0.1457
99000,0.1457
99900,0.1457
100800,0.1457
101700,0.1457
102600,0.1457
103500,0.1457
104400,0.1457
105300,0.1457
106200,0.1457
107100,0.1457
108000,0.1457
108900,0.1457
109800,0.1457
110700,0.1457
111600,0.1457
112500,0.1457
113400,0.1457
114300,0.1457
115200,0.1457
116100,0.1457
117000,0.1457
117900,0.1457
118800,0.1457
119700,0.1457
120600,0.1457
121500,0.1457
122400,0.1457
123300,0.1457
124200,0.1457
125100,0.1457
126000,0.1457
126900,0.1457
127800,0.1457
128700,0.1457
129600,0.1457
130500,0.1457
131400,0.1457
132300,0.1457
133200,0.1457
134100,0.1457
135000,0.1457
135900,0.1457
136800,0.1457
137700,0.1457
138600,0.1457
139500,0.1457
140400,0.1457
141300,0.1457
142200,0.1457
143100,0.1457
144000,0.1457
144900,0.1457
145800,0.1457
146700,0.1457
147600,0.1457
148500,0.1457
149400,0.1457
150300,0.1457
151200,0.1457
152100,0.1457
153000,0.1457
153900,0.1457
154800,0.1457
155700,0.1457
156600,0.1457
157500,0.1457
158400,0.1457
159300,0.1457
160200,0.1457
161100,0.1457
162000,0.1457
162900,0.1457
163800,0.1457
164700,0.1457
165600,0.1457
166500,0.1457
167400,0.1457
168300,0.1457
169200,0.1457
170100,0.1457
171000,0.1457
171900,0.1457
172800,0.1457
173700,0.1457
174600,0.1457
175500,0.1457
176400,0.1457
177300,0.1457
178200,0.1457
179100,0.1457
180000,0.1457
180900,0.1457
181800,0.1457
182700,0.1457
183600,0.1457
