time,pAtm,lon,lat,nTot,HGloHor,HDifHor,HDirNor,celHei,winSpe,winDir,nOpa,HHorIR,cloTim,TDewPoi,TBlaSky,relHum,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul
0.0,101325.0,-1.83015225364,0.693942910593,0.3325,0.0001,0.0001,0.0001,77777.0,2.2225,3.33226987437,0.1425,249.85,0.0,265.4475,257.089476448,0.507,2.85031818037,-1.27952185357,-0.402886133721,-182.812398939,-3.1548871464,273.15,270.298871358
3600.0,101325.0,-1.83015225364,0.693942910593,0.6825,0.0001,0.0001,0.0001,77777.0,2.7725,3.53298273835,0.2925,252.85,3600.0,266.4975,258.399752938,0.567,2.78249944554,-1.21170311874,-0.402832949277,3416.06533739,-2.89316937192,273.15,270.657212729
7200.0,101325.0,-1.83015225364,0.693942910593,0.89847875,0.0001,0.0001,0.0001,77777.0,3.27963125,3.55255224259,0.39963125,254.992625,7200.0,267.058424632,259.085263061,0.60037625,2.62168519105,-1.05088886425,-0.402779547113,7014.94352815,-2.63145156439,273.15,270.855161112
10800.0,101325.0,-1.83015225364,0.693942910593,0.79626,0.0001,0.0001,0.0001,77777.0,3.68,3.15308346505,0.4,255.0,10800.0,266.456103309,258.941767257,0.57019375,2.43023682043,-0.859440493634,-0.402725927272,10613.8221751,-2.36973372368,273.15,270.676197036
14400.0,101325.0,-1.83015225364,0.693942910593,0.895,0.0001,0.0001,0.0001,77777.0,4.08,3.13648674134,0.4,255.0,14400.0,266.44897875,258.940045421,0.57,2.23010018586,-0.659303859068,-0.402672089795,14212.7012802,-2.10801584967,273.15,270.675045605
18000.0,101325.0,-1.83015225364,0.693942910593,0.99725625,0.0001,0.0001,0.0001,77777.0,4.57495052083,3.50890042348,0.493634375,256.887045455,18000.0,266.547164348,259.421122876,0.57,2.02973735957,-0.458941032774,-0.402618034726,17811.5808451,-1.84629794221,273.15,270.675045605
21600.0,101325.0,-1.83015225364,0.693942910593,1.00011875,0.0001,0.0001,0.0001,49237.4767404,4.9836871875,5.04653866477,0.692078125,259.790038961,21600.0,264.248738587,260.148744772,0.473231944444,1.83414948522,-0.263353158423,-0.402563762106,21410.4608716,-1.58458000118,273.15,270.095780113
25200.0,101325.0,-1.83015225364,0.693942910593,1.0,1.30451086957,1.26413114754,0.50895,48997.5095974,3.13028419574,5.54047421298,0.5971328125,271.300453571,25200.0,266.400705,263.061714289,0.448694017094,1.64784010945,-0.0770437826529,-0.402509271978,25009.3413616,-1.32286202645,276.3962925,272.659422671
28800.0,101325.0,-1.83015225364,0.693942910593,1.0,37.8863003685,37.8018913934,24.127412766,42872.327101,4.07148754936,2.48514854513,0.995373883929,289.27955,28800.0,267.014910303,267.20782484,0.507473892774,1.47608327248,0.0947130543159,-0.402454564387,28608.2223168,-1.06114401788,275.348511944,272.184638058
32400.0,101325.0,-1.83015225364,0.693942910593,1.0,102.251458119,106.91481916,43.8995836659,45302.6660672,3.06870352048,1.17228945502,0.900826785714,286.834540625,32400.0,268.135882786,266.693341981,0.521940222538,1.32573453974,0.245061787057,-0.402399639373,32207.1037391,-0.799425975345,276.342428056,273.132614018
36000.0,101325.0,-1.83015225364,0.693942910593,1.0,214.829687912,103.11096875,306.214214756,60081.8468598,9.68533237672,5.8721750286,1.00980416667,308.105780048,36000.0,264.395583664,271.633912615,0.285771809896,1.20565126582,0.365145060973,-0.402344496982,35805.9856303,-0.537707898716,280.27736,274.428006386
39600.0,101325.0,-1.83015225364,0.693942910593,0.908747222222,420.560247228,78.75,863.594453742,88405.6259507,10.3356872736,5.12149534326,0.622652083333,286.579555288,39600.0,262.546337683,266.549754851,0.229673277699,1.12610245715,0.444693869645,-0.402289137256,39404.8679921,-0.275989787859,280.902096154,274.376050977
43200.0,101325.0,-1.83015225364,0.693942910593,0.109890277778,474.385083799,53.75,937.526861249,77874.5911635,9.30536979167,5.10493221727,0.1138375,279.039240385,43200.0,264.212621795,264.840551143,0.249838806818,1.09625745924,0.474538867554,-0.402233560239,43003.7508263,-0.0142716426451,282.006098558,275.368737382
46800.0,101325.0,-1.83015225364,0.693942910593,0.1033725,457.418673141,29.4860096154,940.744665857,77777.0,9.3,5.48968884874,0.102629464286,281.03003125,46800.0,264.289702083,265.225489673,0.241127575758,1.12019882788,0.450597498915,-0.402177765975,46602.6341348,0.247446537058,282.517934375,275.652441783
50400.0,101325.0,-1.83015225364,0.693942910593,0.011,375.06958101,10.5059076923,898.162841673,77777.0,9.3,5.12049271543,0.011,278.058053571,50400.0,262.592049353,264.841699508,0.190758333333,1.19462077218,0.376175554613,-0.402121754508,50201.5179194,0.50916475138,283.769978125,276.00901248
54000.0,101325.0,-1.83015225364,0.693942910593,0.1007,245.838977954,0.7484125,765.313129203,77777.0,4.657404625,5.48692577979,0.1007,281.043901786,54000.0,262.528317354,265.379921045,0.198775625,1.31071722652,0.26007910028,-0.402065525881,53800.4021818,0.770883000452,283.18,275.685992424
57600.0,101325.0,-1.83015225364,0.693942910593,0.011,99.3177161815,5.8196125,410.803577538,77777.0,8.77407659748,4.78363050016,0.011,275.462984375,57600.0,263.756479348,264.025071249,0.229390625,1.45817605438,0.112620272414,-0.40200908014,57399.2869239,1.0326012844,282.58,275.578563801
61200.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,7.2358,23.9600225291,77777.0,7.84755963303,0.393811109238,0.011,263.416709375,61200.0,262.11061157,261.155529061,0.2395,1.62792429957,-0.0571279727762,-0.401952417328,60998.1721474,1.29431960337,279.9500875,273.773052941
64800.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,4.755,1.14755398319,0.011,258.3336,64800.0,261.43807081,259.946744396,0.2495,1.81289112565,-0.242094798855,-0.401895537491,64597.0578541,1.55603795747,278.8356,273.037750365
68400.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,1.655,1.93295214658,0.011,249.27425,68400.0,263.10579317,257.715629265,0.347397053571,2.00765656847,-0.436860241676,-0.401838440673,68195.9440458,1.81775634685,275.998577778,271.613572196
72000.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,3.09777741935,1.99180792145,0.011,246.9981125,72000.0,263.190072187,257.155184574,0.360845479911,2.2076711448,-0.636874818006,-0.401781126918,71794.8307243,2.07947477162,275.376164187,271.210729573
75600.0,101325.0,-1.83015225364,0.693942910593,0.09250625,0.0001,0.0001,0.0001,77777.0,2.13149537207,1.20357279594,0.09250625,247.889844643,75600.0,261.504415937,257.261694718,0.320735807292,2.40806145227,-0.837265125478,-0.401723596273,75393.7178914,2.34119323193,274.879461607,270.541205324
79200.0,101325.0,-1.83015225364,0.693942910593,0.388028125,0.0001,0.0001,0.0001,77777.0,2.52966735274,1.20391352014,0.388028125,251.837582418,79200.0,261.34965691,258.244938982,0.347689754704,2.60097639458,-1.03018006779,-0.401665848782,78992.605549,2.6029117279,273.803110795,269.858881918
82800.0,101325.0,-1.83015225364,0.693942910593,0.391509375,0.0001,0.0001,0.0001,77777.0,9.2502381214,0.805087634781,0.391509375,251.917057692,82800.0,263.636549876,258.262339058,0.443022265932,2.76686837758,-1.19607205079,-0.401607884491,82591.4936986,2.86463025967,273.202146729,269.957006404
86400.0,101325.0,-1.83015225364,0.693942910593,0.996125,0.0001,0.0001,0.0001,1755.18325,7.71594586247,0.40327732837,0.996125,262.036384615,86400.0,265.846344643,260.629521583,0.782755650407,2.84891437096,-1.27811804417,-0.401549703445,86190.3823423,3.12634882735,268.847157786,267.85655237
90000.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,2390.20849994,7.69097921286,0.401425727959,1.0,256.429102564,90000.0,264.967752671,259.310967884,0.793678611111,2.782326973,-1.2115306462,-0.40149130569,89789.2714817,3.38806743109,267.626779221,266.746564662
93600.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,2369.11459023,8.19683841463,0.401425727959,1.0,247.416947917,93600.0,261.515060844,256.915245172,0.66973496732,2.62215379962,-1.05135747282,-0.401432691272,93388.1611186,3.649786071,266.031156913,264.735945997
97200.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,3962.25934066,6.22954166667,0.401425727959,1.0,240.25678125,97200.0,260.957412277,255.132649993,0.747822250639,2.43093491065,-0.860138583858,-0.401373860238,96987.0512548,3.91150474723,264.328409375,263.436048166
100800.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,4007.58018253,6.22069642857,0.765032801854,1.0,238.2056875,100800.0,260.972235937,254.627902527,0.779267572464,2.23084994684,-0.660053620047,-0.401314812633,100585.941892,4.1732234599,263.801663942,263.045682317
104400.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,3024.32555646,5.7260821158,1.16823409219,1.0,233.268109375,104400.0,259.915184559,253.213809605,0.780392666667,2.03044438501,-0.459648058217,-0.401255548503,104184.833032,4.43494220914,262.607698077,261.908515438
108000.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,12183.4869348,5.11922459416,0.789182437187,1.0,227.075859375,108000.0,258.210017096,251.721840228,0.741044571429,1.83474655511,-0.263950228318,-0.401196067896,107783.724677,4.69666099508,261.500377885,260.730423747
111600.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,5902.2877481,6.15858650794,0.785398163397,1.0,226.05,111600.0,258.761468369,251.341568826,0.818837785714,1.64826562582,-0.0774692990221,-0.401136370858,111382.616828,4.95837981784,260.96253125,260.443128898
115200.0,101325.0,-1.83015225364,0.693942910593,1.0,12.758475,12.4392,1.1086875,4651.48521643,6.69145424837,0.785398163397,1.0,225.05,115200.0,257.580093134,251.045657165,0.731374384146,1.47627155087,0.0945247759225,-0.401076457436,114981.509488,5.22009867757,260.961713068,260.189876431
118800.0,101325.0,-1.83015225364,0.693942910593,1.0,35.9891,35.6282,3.6294375,3735.96382353,6.25017366947,1.16606958208,1.0,224.05,118800.0,258.174255326,250.609131757,0.821157028825,1.32561297732,0.245183349473,-0.401016327677,118580.402657,5.48181757438,260.353702273,259.860747466
122400.0,101325.0,-1.83015225364,0.693942910593,1.0,56.5732142857,55.0078125,4.0,6135.07352941,4.67178928571,1.5689516831,1.0,222.087333333,122400.0,255.981901618,250.055043238,0.671742424242,1.20514689295,0.365649433841,-0.400955981629,122179.296339,5.74353650841,260.35,259.442201688
126000.0,101325.0,-1.83015225364,0.693942910593,1.0,70.2217773109,68.1011015625,4.0,3790.6527027,4.08881218905,1.20745166426,1.0,222.108854167,126000.0,255.970351155,250.075957702,0.668891666667,1.1251629396,0.445633387194,-0.400895419338,125778.190533,6.00525547979,260.37481875,259.45758756
129600.0,101325.0,-1.83015225364,0.693942910593,1.0,75.1792647059,73.25296875,4.0,2431.81771959,8.19344365672,0.787369343465,1.0,217.19953125,129600.0,255.353230357,248.893845184,0.6979435,1.09488218011,0.475914146689,-0.400834640852,129377.085244,6.26697448864,259.30630625,258.527097123
133200.0,101325.0,-1.83015225364,0.693942910593,1.0,71.0993151261,68.9871796875,4.0,3701.40697917,6.73908712121,0.785398163397,1.0,214.08053125,133200.0,255.35,247.812125714,0.767275833333,1.11845364394,0.452342682856,-0.400773646219,132975.980471,6.52869353509,258.18018125,257.624532992
136800.0,101325.0,-1.83015225364,0.693942910593,1.0,58.2339285714,56.5734375,4.0,2100.90034226,6.2100836999,0.785398163397,1.0,214.0505875,136800.0,255.35,247.781902695,0.7717765,1.19261300065,0.378183326141,-0.400712435487,136574.876217,6.79041261928,258.14869375,257.605006368
140400.0,101325.0,-1.83015225364,0.693942910593,1.0,38.1979,37.7458,3.7418125,2696.17928571,6.69900261552,0.408637476909,1.0,212.19215,140400.0,253.788675,247.38757032,0.659356666667,1.30855212409,0.262244202705,-0.400651008704,140173.772484,7.05213174133,258.15,257.336715541
144000.0,101325.0,-1.83015225364,0.693942910593,1.0,15.202025,14.9768,2.112375,2700.0,5.10368366765,1.18532465353,1.0,208.2,144000.0,253.18,246.233872775,0.6885,1.45593131805,0.114865008741,-0.400589365917,143772.669273,7.31385090136,257.1076125,256.415987737
147600.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.3705625,2700.0,6.19243320313,0.792653798641,1.0,204.154875,147600.0,252.58,245.025335849,0.7185,1.62564774461,-0.0548514178117,-0.400527507176,147371.566586,7.57557009952,256.005,255.427054749
151200.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,2700.0,6.2,0.776100029692,1.0,202.097625,151200.0,252.566094118,244.409513127,0.768204583333,1.81060792224,-0.239811595448,-0.400465432529,150970.464425,7.83728933592,255.365275,254.911041212
154800.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,2700.0,6.2,1.18439024788,1.0,200.0774375,154800.0,250.40253183,243.851792827,0.622710416667,2.00537647463,-0.434580147831,-0.400403142024,154569.362792,8.0990086107,255.361594318,254.620973509
158400.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,2700.0,4.6116,1.18682389136,1.0,199.0488125,158400.0,250.968494861,243.523367746,0.69031375,2.20539313443,-0.634596807633,-0.400340635711,158168.261688,8.36072792399,254.865284091,254.279423478
162000.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,2700.0,5.096375,1.18682389136,1.0,198.05,162000.0,249.263217147,243.089447925,0.579551853448,2.40577713712,-0.834980810326,-0.400277913638,161767.161116,8.6224472759,254.871914773,254.074997964
165600.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,2700.0,5.1,1.18682389136,1.0,197.05,165600.0,250.338217249,242.801024446,0.688501906499,2.59868231759,-1.0278859908,-0.400214975855,165366.061077,8.88416666658,254.278545312,253.714067302
169200.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,2700.0,5.1,0.779277508724,1.0,195.066036716,169200.0,249.841271106,242.18835368,0.688797982051,2.76465589636,-1.19385956956,-0.40015182241,168964.961572,9.14588609614,253.770718492,253.227606324
172800.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,2700.0,5.1,1.54336057383,1.0,196.982291142,172800.0,250.948765148,242.925935085,0.729465529351,2.84737799536,-1.27658166857,-0.400088453354,172563.862604,9.40760556473,254.24531218,253.756506058
176400.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,3687.66416572,4.6253580793,1.9539306925,1.0,194.985685293,176400.0,250.364693823,242.29971301,0.721701551905,2.78202741752,-1.21123109073,-0.400024868735,176162.764174,9.66932507245,253.746421323,253.261790391
180000.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,3700.0,4.62742954016,1.98857500771,1.0,196.93837037,180000.0,250.365160416,242.765982419,0.69213088722,2.62251964565,-1.05172331886,-0.399961068605,179761.666284,9.93104461945,254.234592593,253.67852124
183600.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,3700.0,3.65714306703,1.21116785576,1.0,197.118928775,183600.0,249.871085947,242.677210423,0.651925476551,2.43154280903,-0.860746482233,-0.399897053012,183360.568936,10.1927642059,254.274892688,253.644026443
187200.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,4211.05185185,3.04497777778,1.19725006185,1.0,195.133333333,187200.0,249.859757576,242.211026462,0.688716049383,2.23151379835,-0.660717471554,-0.399832822006,186959.472132,10.4544838318,253.78948642,253.245471274
190800.0,101325.0,-1.83015225364,0.693942910593,1.0,0.0001,0.0001,0.0001,5982.6962963,4.03333333333,0.768319461961,1.0,193.133333333,190800.0,249.301293333,241.495110358,0.681513043478,2.0310650643,-0.460268737508,-0.399768375639,190558.375873,10.7162034974,253.19,252.657775424
194400.0,101325.0,-1.83015225364,0.693942910593,0.804871111111,0.0001,0.0001,0.0001,7514.87111111,5.03333333333,1.16008199965,0.804871111111,180.383621967,194400.0,247.618945844,237.582407524,0.612621449275,1.8352538609,-0.26445753411,-0.39970371396,194157.28016,10.9779232027,252.572577778,251.954365134
198000.0,101325.0,-1.83015225364,0.693942910593,0.997285925926,1.18143518519,1.15687962963,0.480096166342,5531.98222222,5.67292210999,1.54433167548,1.00309333333,191.134058748,198000.0,249.257645103,240.931230754,0.720010114943,1.64859586173,-0.0777995349337,-0.399638837021,197756.184997,11.239642948,252.548755556,252.103199211
201600.0,101325.0,-1.83015225364,0.693942910593,0.89837037037,35.0666388889,33.936875,14.7418870377,7623.46143791,3.14863748597,6.18277414558,0.906666666667,184.344296296,201600.0,247.593441646,238.86792324,0.612274133019,1.47635754866,0.0944387781322,-0.399573744871,201355.090385,11.5013627333,252.55,251.932294596
