time,LowerSetp,UpperSetp
0.0,293.15,298.15
3600.0,293.15,298.15
7200.0,293.15,298.15
10800.0,293.15,298.15
14400.0,293.15,298.15
18000.0,293.15,298.15
21600.0,293.15,298.15
25200.0,293.15,298.15
28800.0,293.15,298.15
32400.0,293.15,298.15
36000.0,293.15,298.15
39600.0,293.15,298.15
43200.0,293.15,298.15
46800.0,293.15,298.15
50400.0,293.15,298.15
54000.0,293.15,298.15
57600.0,293.15,298.15
61200.0,293.15,298.15
64800.0,293.15,298.15
68400.0,293.15,298.15
72000.0,293.15,298.15
75600.0,293.15,298.15
79200.0,293.15,298.15
82800.0,293.15,298.15
86400.0,293.15,298.15
90000.0,293.15,298.15
93600.0,293.15,298.15
97200.0,293.15,298.15
100800.0,293.15,298.15
104400.0,293.15,298.15
108000.0,293.15,298.15
111600.0,293.15,298.15
115200.0,293.15,298.15
118800.0,293.15,298.15
122400.0,293.15,298.15
126000.0,293.15,298.15
129600.0,293.15,298.15
133200.0,293.15,298.15
136800.0,293.15,298.15
140400.0,293.15,298.15
144000.0,293.15,298.15
147600.0,293.15,298.15
151200.0,293.15,298.15
154800.0,293.15,298.15
158400.0,293.15,298.15
162000.0,293.15,298.15
165600.0,293.15,298.15
169200.0,293.15,298.15
172800.0,293.15,298.15
176400.0,293.15,298.15
180000.0,293.15,298.15
183600.0,293.15,298.15
187200.0,293.15,298.15
190800.0,293.15,298.15
194400.0,293.15,298.15
198000.0,293.15,298.15
201600.0,293.15,298.15
205200.0,293.15,298.15
208800.0,293.15,298.15
212400.0,293.15,298.15
216000.0,293.15,298.15
219600.0,293.15,298.15
223200.0,293.15,298.15
226800.0,293.15,298.15
230400.0,293.15,298.15
234000.0,293.15,298.15
237600.0,293.15,298.15
241200.0,293.15,298.15
244800.0,293.15,298.15
248400.0,293.15,298.15
252000.0,293.15,298.15
255600.0,293.15,298.15
259200.0,293.15,298.15
262800.0,293.15,298.15
266400.0,293.15,298.15
270000.0,293.15,298.15
273600.0,293.15,298.15
277200.0,293.15,298.15
280800.0,293.15,298.15
284400.0,293.15,298.15
288000.0,293.15,298.15
291600.0,293.15,298.15
295200.0,293.15,298.15
298800.0,293.15,298.15
302400.0,293.15,298.15
306000.0,293.15,298.15
309600.0,293.15,298.15
313200.0,293.15,298.15
316800.0,293.15,298.15
320400.0,293.15,298.15
324000.0,293.15,298.15
327600.0,293.15,298.15
331200.0,293.15,298.15
334800.0,293.15,298.15
338400.0,293.15,298.15
342000.0,293.15,298.15
345600.0,293.15,298.15
349200.0,293.15,298.15
352800.0,293.15,298.15
356400.0,293.15,298.15
360000.0,293.15,298.15
363600.0,293.15,298.15
367200.0,293.15,298.15
