time,TRooAir,TSetRooHea,TSetRooCoo,PFan,PCoo,PHea,PPum
1.4767515792922895e-15,20.0,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
1.4768992544502186e-11,19.999999999772626,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
1.6244415047373113e-10,19.999999997499174,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
1.6391957297660207e-9,19.999999974764535,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
1.6406711522688917e-8,19.9999997474186,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
1.6408186945191789e-7,19.99999747398641,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
1.6408334487442076e-6,19.999974741475796,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
1.1888055779384614e-5,19.999817078998717,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
4.016202172431932e-5,19.9993827379692,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
9.83506722134718e-5,19.998491985111286,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0002113310648733135,19.996774561957636,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0004371571464648705,19.99338961646572,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0006629832280564274,19.990068412480525,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0008888093096479843,19.986810880110056,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0011146353912395413,19.98361690869882,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0013404614728310983,19.980486365413583,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0016559982820970186,19.97621815685079,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.001971535091362939,19.97207309691038,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.002287071900628859,19.968050725464707,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0026026087098947794,19.964150561540748,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.003159084147962122,19.95756860290345,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0037155595860294648,19.951362486330765,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.004272035024096807,19.945529434067566,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.004828510462164149,19.940066617432308,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.005384985900231492,19.93497117056694,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.005941461338298834,19.930240202276877,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.006873089404427767,19.92312771060773,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0078047174705567005,19.91701493400774,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.008736345536685633,19.91188816365684,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.009667973602814567,19.907733714141614,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.011265252599286003,19.90283436282732,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.012862531595757438,19.900685384512258,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.014459810592228872,19.90122013029935,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.016057089588700307,19.904373563795502,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.017654368585171745,19.91008260534568,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.019251647581643175,19.918286489045784,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.02084892657811461,19.928927270491442,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.022446205574586042,19.94195074710626,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.024043484571057476,19.957308875307888,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.02564076356752891,19.97495248034187,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.027238042564000343,19.99482423659356,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.028835321560471777,20.01685840715436,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.03043260055694321,20.040986982671427,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.032029879553414645,20.067143909122535,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.03362715854988608,20.09526560402827,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.036146638242617074,20.143466521565188,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.03866611793534808,20.19616043290057,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.04118559762807907,20.253111251103235,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.043705077320810075,20.314087582566003,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.04622455701354108,20.378863390819163,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.04874403670627207,20.447218471900783,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.051263516399003076,20.518938545458525,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.05535294312626966,20.641979176903988,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.05944236985353626,20.77248094897209,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.06353179658080285,20.909629795473563,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.06762122330806944,21.052655426839806,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.07171065003533604,21.20083140828291,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.07580007676260263,21.353474843983975,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.0829372353538183,21.628690746170378,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.08488135366461762,21.705266584389335,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.08575118031704257,21.73971794021884,22.0,23.0,5.231953892668184,0.0,7070.707070707072,0.0
0.08621854649180724,21.75827315254162,22.0,23.0,5.231953892668184,0.0,6836.718918014808,0.0
0.0866859126665719,21.776849212318837,22.0,23.0,5.231953892668184,0.0,6311.335409164217,0.0
0.08698132466198906,21.788593348673885,22.0,23.0,5.231953892668184,0.0,5979.178017304263,0.0
0.08727673665740622,21.8003322984095,22.0,23.0,5.231953892668184,0.0,5647.1673177110915,0.0
0.08757214865282337,21.81206039701209,22.0,23.0,5.231953892668184,0.0,5315.46351884999,0.0
0.08786756064824053,21.82377268741658,22.0,23.0,5.231953892668184,0.0,4984.206820541208,0.0
0.08816297264365769,21.835464288190792,22.0,23.0,5.231953892668184,0.0,4653.535283492749,0.0
0.08845838463907485,21.847129967844182,22.0,23.0,5.231953892668184,0.0,4323.596869053428,0.0
0.08875379663449201,21.858764334952355,22.0,23.0,5.231953892668184,0.0,3994.5440619536075,0.0
0.08904920862990917,21.870362185500312,22.0,23.0,5.231953892668184,0.0,3666.52404645582,0.0
0.08934462062532633,21.88191855221936,22.0,23.0,5.231953892668184,0.0,3339.6773109675773,0.0
0.08964003262074349,21.893428524282513,22.0,23.0,5.231953892668184,0.0,3014.1427475652995,0.0
0.08993544461616065,21.904887137270975,22.0,23.0,5.231953892668184,0.0,2690.060764053219,0.0
0.09038941623761815,21.922384638738947,22.0,23.0,5.231953892668184,0.0,2195.18193465604,0.0
0.09084338785907566,21.93973156961175,22.0,23.0,5.231953892668184,0.0,1704.5616675464184,0.0
0.09129735948053315,21.956910623141766,22.0,23.0,5.231953892668184,0.0,1218.6894464954976,0.0
0.09175133110199066,21.973904955083867,22.0,23.0,5.231953892668184,0.0,738.0416743956749,0.0
0.09211840570424884,21.987500000025022,22.0,23.0,5.231953892668184,0.0,353.5353528276473,0.0
0.09211840570424884,21.987500000025022,22.0,23.0,5.231953892668184,0.0,353.5353528276473,0.0
0.09215342736731813,21.988789243374697,22.0,23.0,5.231953892668184,0.0,317.07190455402485,0.0
0.09218844903038742,21.99007719718037,22.0,23.0,5.231953892668184,0.0,280.6449282319811,0.0
0.09228604703363556,21.993659706524568,22.0,23.0,5.231953892668184,0.0,179.3214316283852,0.0
0.09238364503688372,21.9972331269434,22.0,23.0,5.231953892668184,0.0,78.25499554021945,0.0
0.09248124304013187,22.00079659388564,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.09257884104338002,22.00434979887507,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.09267643904662817,22.007892639892134,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.09277403704987633,22.0114250907655,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.09287163505312447,22.01494715294524,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.09307838495293239,22.0223739949364,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.09345543445967767,22.03579907947278,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.09412954567197405,22.059420475047602,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.09540416513420034,22.102769835939398,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.09742909253827357,22.16818640223613,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.0994540199423468,22.229475202452136,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.10147894734642002,22.286774420029303,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.10350387475049325,22.340222804506027,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.1066669948154408,22.41633064677137,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.10983011488038834,22.483848577367155,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.11299323494533589,22.54327105205016,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.11615635501028344,22.595080114402265,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.119319475075231,22.63972956664429,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.12248259514017854,22.677645778702754,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.1256457152051261,22.709231476287187,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.13071944624862722,22.747611718361952,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.13579317729212836,22.77214444175803,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.14086690833562948,22.784195286194745,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.1459406393791306,22.785012068051856,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.15101437042263172,22.775731115766007,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.15608810146613283,22.757386133065893,22.0,23.0,5.231953892668184,0.0,0.0,0.0
0.16116183250963395,22.73091746767608,22.0,23.0,5.231953892668184,0.0,0.0,0.0
