time,EmissionsElectricPower
0.0,0.16699999999999998
900.0,0.16699999999999998
1800.0,0.16699999999999998
2700.0,0.16699999999999998
3600.0,0.16699999999999998
4500.0,0.16699999999999998
5400.0,0.16699999999999998
6300.0,0.16699999999999998
7200.0,0.16699999999999998
8100.0,0.16699999999999998
9000.0,0.16699999999999998
9900.0,0.16699999999999998
10800.0,0.16699999999999998
11700.0,0.16699999999999998
12600.0,0.16699999999999998
13500.0,0.16699999999999998
14400.0,0.16699999999999998
15300.0,0.16699999999999998
16200.0,0.16699999999999998
17100.0,0.16699999999999998
18000.0,0.16699999999999998
18900.0,0.16699999999999998
19800.0,0.16699999999999998
20700.0,0.16699999999999998
21600.0,0.16699999999999998
22500.0,0.16699999999999998
23400.0,0.16699999999999998
24300.0,0.16699999999999998
25200.0,0.16699999999999998
26100.0,0.16699999999999998
27000.0,0.16699999999999998
27900.0,0.16699999999999998
28800.0,0.16699999999999998
29700.0,0.16699999999999998
30600.0,0.16699999999999998
31500.0,0.16699999999999998
32400.0,0.16699999999999998
33300.0,0.16699999999999998
34200.0,0.16699999999999998
35100.0,0.16699999999999998
36000.0,0.16699999999999998
36900.0,0.16699999999999998
37800.0,0.16699999999999998
38700.0,0.16699999999999998
39600.0,0.16699999999999998
40500.0,0.16699999999999998
41400.0,0.16699999999999998
42300.0,0.16699999999999998
43200.0,0.16699999999999998
44100.0,0.16699999999999998
45000.0,0.16699999999999998
45900.0,0.16699999999999998
46800.0,0.16699999999999998
47700.0,0.16699999999999998
48600.0,0.16699999999999998
49500.0,0.16699999999999998
50400.0,0.16699999999999998
51300.0,0.16699999999999998
52200.0,0.16699999999999998
53100.0,0.16699999999999998
54000.0,0.16699999999999998
54900.0,0.16699999999999998
55800.0,0.16699999999999998
56700.0,0.16699999999999998
57600.0,0.16699999999999998
58500.0,0.16699999999999998
59400.0,0.16699999999999998
60300.0,0.16699999999999998
61200.0,0.16699999999999998
62100.0,0.16699999999999998
63000.0,0.16699999999999998
63900.0,0.16699999999999998
64800.0,0.16699999999999998
65700.0,0.16699999999999998
66600.0,0.16699999999999998
67500.0,0.16699999999999998
68400.0,0.16699999999999998
69300.0,0.16699999999999998
70200.0,0.16699999999999998
71100.0,0.16699999999999998
72000.0,0.16699999999999998
72900.0,0.16699999999999998
73800.0,0.16699999999999998
74700.0,0.16699999999999998
75600.0,0.16699999999999998
76500.0,0.16699999999999998
77400.0,0.16699999999999998
78300.0,0.16699999999999998
79200.0,0.16699999999999998
80100.0,0.16699999999999998
81000.0,0.16699999999999998
81900.0,0.16699999999999998
82800.0,0.16699999999999998
83700.0,0.16699999999999998
84600.0,0.16699999999999998
85500.0,0.16699999999999998
86400.0,0.16699999999999998
87300.0,0.16699999999999998
88200.0,0.16699999999999998
89100.0,0.16699999999999998
90000.0,0.16699999999999998
90900.0,0.16699999999999998
91800.0,0.16699999999999998
92700.0,0.16699999999999998
93600.0,0.16699999999999998
94500.0,0.16699999999999998
95400.0,0.16699999999999998
96300.0,0.16699999999999998
97200.0,0.16699999999999998
98100.0,0.16699999999999998
99000.0,0.16699999999999998
99900.0,0.16699999999999998
100800.0,0.16699999999999998
101700.0,0.16699999999999998
102600.0,0.16699999999999998
103500.0,0.16699999999999998
104400.0,0.16699999999999998
105300.0,0.16699999999999998
106200.0,0.16699999999999998
107100.0,0.16699999999999998
108000.0,0.16699999999999998
108900.0,0.16699999999999998
109800.0,0.16699999999999998
110700.0,0.16699999999999998
111600.0,0.16699999999999998
112500.0,0.16699999999999998
113400.0,0.16699999999999998
114300.0,0.16699999999999998
115200.0,0.16699999999999998
116100.0,0.16699999999999998
117000.0,0.16699999999999998
117900.0,0.16699999999999998
118800.0,0.16699999999999998
119700.0,0.16699999999999998
120600.0,0.16699999999999998
121500.0,0.16699999999999998
122400.0,0.16699999999999998
123300.0,0.16699999999999998
124200.0,0.16699999999999998
125100.0,0.16699999999999998
126000.0,0.16699999999999998
126900.0,0.16699999999999998
127800.0,0.16699999999999998
128700.0,0.16699999999999998
129600.0,0.16699999999999998
