# time: time of price [s]
# PriceElectricPowerDynamic: Price of electricity in dynamic scenario [$/kWh]
time,PriceElectricPowerDynamic
0,0.0444
900,0.0444
1800,0.0444
2700,0.0444
3600,0.0444
4500,0.0444
5400,0.0444
6300,0.0444
7200,0.0444
8100,0.0444
9000,0.0444
9900,0.0444
10800,0.0444
11700,0.0444
12600,0.0444
13500,0.0444
14400,0.0444
15300,0.0444
16200,0.0444
17100,0.0444
18000,0.0444
18900,0.0444
19800,0.0444
20700,0.0444
21600,0.0444
22500,0.0444
23400,0.0444
24300,0.0444
25200,0.0444
26100,0.0444
27000,0.0444
27900,0.0444
28800,0.0444
29700,0.0444
30600,0.0444
31500,0.0444
32400,0.05413
33300,0.05413
34200,0.05413
35100,0.05413
36000,0.05413
36900,0.05413
37800,0.05413
38700,0.05413
39600,0.05413
40500,0.05413
41400,0.05413
42300,0.05413
43200,0.05413
44100,0.05413
45000,0.05413
45900,0.05413
46800,0.05413
47700,0.05413
48600,0.05413
49500,0.05413
50400,0.0888
51300,0.0888
52200,0.0888
53100,0.0888
54000,0.0888
54900,0.0888
55800,0.0888
56700,0.0888
57600,0.0888
58500,0.0888
59400,0.0888
60300,0.0888
61200,0.0888
62100,0.0888
63000,0.0888
63900,0.0888
64800,0.05413
65700,0.05413
66600,0.05413
67500,0.05413
68400,0.05413
69300,0.05413
70200,0.05413
71100,0.05413
72000,0.05413
72900,0.05413
73800,0.05413
74700,0.05413
75600,0.0444
76500,0.0444
77400,0.0444
78300,0.0444
79200,0.0444
80100,0.0444
81000,0.0444
81900,0.0444
82800,0.0444
83700,0.0444
84600,0.0444
85500,0.0444
86400,0.0444
87300,0.0444
88200,0.0444
89100,0.0444
90000,0.0444
90900,0.0444
91800,0.0444
92700,0.0444
93600,0.0444
94500,0.0444
95400,0.0444
96300,0.0444
97200,0.0444
98100,0.0444
99000,0.0444
99900,0.0444
100800,0.0444
101700,0.0444
102600,0.0444
103500,0.0444
104400,0.0444
105300,0.0444
106200,0.0444
107100,0.0444
108000,0.0444
108900,0.0444
109800,0.0444
110700,0.0444
111600,0.0444
112500,0.0444
113400,0.0444
114300,0.0444
115200,0.0444
116100,0.0444
117000,0.0444
117900,0.0444
118800,0.05413
119700,0.05413
120600,0.05413
121500,0.05413
122400,0.05413
123300,0.05413
124200,0.05413
125100,0.05413
126000,0.05413
126900,0.05413
127800,0.05413
128700,0.05413
129600,0.05413
130500,0.05413
131400,0.05413
132300,0.05413
133200,0.05413
134100,0.05413
135000,0.05413
135900,0.05413
136800,0.0888
137700,0.0888
138600,0.0888
139500,0.0888
140400,0.0888
141300,0.0888
142200,0.0888
143100,0.0888
144000,0.0888
144900,0.0888
145800,0.0888
146700,0.0888
147600,0.0888
148500,0.0888
149400,0.0888
150300,0.0888
151200,0.05413
152100,0.05413
153000,0.05413
153900,0.05413
154800,0.05413
155700,0.05413
156600,0.05413
157500,0.05413
158400,0.05413
159300,0.05413
160200,0.05413
161100,0.05413
162000,0.0444
162900,0.0444
163800,0.0444
164700,0.0444
165600,0.0444
166500,0.0444
167400,0.0444
168300,0.0444
169200,0.0444
170100,0.0444
171000,0.0444
171900,0.0444
172800,0.0444
173700,0.0444
174600,0.0444
175500,0.0444
176400,0.0444
177300,0.0444
178200,0.0444
179100,0.0444
180000,0.0444
180900,0.0444
181800,0.0444
182700,0.0444
183600,0.0444
184500,0.0444
185400,0.0444
186300,0.0444
187200,0.0444
188100,0.0444
189000,0.0444
189900,0.0444
190800,0.0444
191700,0.0444
192600,0.0444
193500,0.0444
194400,0.0444
195300,0.0444
196200,0.0444
197100,0.0444
198000,0.0444
198900,0.0444
199800,0.0444
200700,0.0444
201600,0.0444
202500,0.0444
203400,0.0444
204300,0.0444
205200,0.05413
206100,0.05413
207000,0.05413
207900,0.05413
208800,0.05413
209700,0.05413
210600,0.05413
211500,0.05413
212400,0.05413
213300,0.05413
214200,0.05413
215100,0.05413
216000,0.05413
216900,0.05413
217800,0.05413
218700,0.05413
219600,0.05413
220500,0.05413
221400,0.05413
222300,0.05413
223200,0.0888
224100,0.0888
225000,0.0888
225900,0.0888
226800,0.0888
227700,0.0888
228600,0.0888
229500,0.0888
230400,0.0888
231300,0.0888
232200,0.0888
233100,0.0888
234000,0.0888
234900,0.0888
235800,0.0888
236700,0.0888
237600,0.05413
238500,0.05413
239400,0.05413
240300,0.05413
241200,0.05413
242100,0.05413
243000,0.05413
243900,0.05413
244800,0.05413
245700,0.05413
246600,0.05413
247500,0.05413
248400,0.0444
249300,0.0444
250200,0.0444
251100,0.0444
252000,0.0444
252900,0.0444
253800,0.0444
254700,0.0444
255600,0.0444
256500,0.0444
257400,0.0444
258300,0.0444
259200,0.0444
260100,0.0444
261000,0.0444
261900,0.0444
262800,0.0444
263700,0.0444
264600,0.0444
265500,0.0444
266400,0.0444
267300,0.0444
268200,0.0444
269100,0.0444
270000,0.0444
270900,0.0444
271800,0.0444
272700,0.0444
273600,0.0444
274500,0.0444
275400,0.0444
276300,0.0444
277200,0.0444
278100,0.0444
279000,0.0444
279900,0.0444
280800,0.0444
281700,0.0444
282600,0.0444
283500,0.0444
284400,0.0444
285300,0.0444
286200,0.0444
287100,0.0444
288000,0.0444
288900,0.0444
289800,0.0444
290700,0.0444
291600,0.05413
292500,0.05413
293400,0.05413
294300,0.05413
295200,0.05413
296100,0.05413
297000,0.05413
297900,0.05413
298800,0.05413
299700,0.05413
300600,0.05413
301500,0.05413
302400,0.05413
303300,0.05413
304200,0.05413
305100,0.05413
306000,0.05413
306900,0.05413
307800,0.05413
308700,0.05413
309600,0.0888
310500,0.0888
311400,0.0888
312300,0.0888
313200,0.0888
314100,0.0888
315000,0.0888
315900,0.0888
316800,0.0888
317700,0.0888
318600,0.0888
319500,0.0888
320400,0.0888
321300,0.0888
322200,0.0888
323100,0.0888
324000,0.05413
324900,0.05413
325800,0.05413
326700,0.05413
327600,0.05413
328500,0.05413
329400,0.05413
330300,0.05413
331200,0.05413
332100,0.05413
333000,0.05413
333900,0.05413
334800,0.0444
335700,0.0444
336600,0.0444
337500,0.0444
338400,0.0444
339300,0.0444
340200,0.0444
341100,0.0444
342000,0.0444
342900,0.0444
343800,0.0444
344700,0.0444
345600,0.0444
346500,0.0444
347400,0.0444
348300,0.0444
349200,0.0444
350100,0.0444
351000,0.0444
351900,0.0444
352800,0.0444
353700,0.0444
354600,0.0444
355500,0.0444
356400,0.0444
357300,0.0444
358200,0.0444
359100,0.0444
360000,0.0444
360900,0.0444
361800,0.0444
362700,0.0444
363600,0.0444
364500,0.0444
365400,0.0444
366300,0.0444
367200,0.0444
368100,0.0444
369000,0.0444
369900,0.0444
370800,0.0444
371700,0.0444
372600,0.0444
373500,0.0444
374400,0.0444
375300,0.0444
376200,0.0444
377100,0.0444
378000,0.05413
378900,0.05413
379800,0.05413
380700,0.05413
381600,0.05413
382500,0.05413
383400,0.05413
384300,0.05413
385200,0.05413
386100,0.05413
387000,0.05413
387900,0.05413
388800,0.05413
389700,0.05413
390600,0.05413
391500,0.05413
392400,0.05413
393300,0.05413
394200,0.05413
395100,0.05413
396000,0.05413
396900,0.05413
397800,0.05413
398700,0.05413
399600,0.05413
400500,0.05413
401400,0.05413
402300,0.05413
403200,0.05413
404100,0.05413
405000,0.05413
405900,0.05413
406800,0.05413
407700,0.05413
408600,0.05413
409500,0.05413
410400,0.05413
411300,0.05413
412200,0.05413
413100,0.05413
414000,0.05413
414900,0.05413
415800,0.05413
416700,0.05413
417600,0.05413
418500,0.05413
419400,0.05413
420300,0.05413
421200,0.0444
422100,0.0444
423000,0.0444
423900,0.0444
424800,0.0444
425700,0.0444
426600,0.0444
427500,0.0444
428400,0.0444
429300,0.0444
430200,0.0444
431100,0.0444
432000,0.0444
432900,0.0444
433800,0.0444
