time,pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul
0.0,101325.0,-1.830152253641254,0.6939429105929453,265.5,0.0,0.0,0.0,0.51,0.35000000000000003,77777.0,2.25,3.342305517569141,0.15000000000000002,257.1677550760907,250.0,0.0,2.8503181803655937,-1.2795218535706971,-0.40288613372050763,-182.8123989393095,-3.154887146402128,273.15,270.316864798392
900.0,101325.0,-1.830152253641254,0.6939429105929453,265.7625,0.0,0.0,0.0,0.525,0.4375,77777.0,2.3874999999999997,3.392483733563978,0.1875,257.5357236709297,250.75,900.0,2.8471928753764133,-1.2763965485815167,-0.40287285802311723,716.9069926394554,-3.0894577058725883,273.15,270.40671119716603
1800.0,101325.0,-1.830152253641254,0.6939429105929453,266.025,0.0,0.0,0.0,0.54,0.525,77777.0,2.525,3.442661949558815,0.225,257.8689680454294,251.5,1800.0,2.8339564102512593,-1.2631600834563628,-0.40285956871626616,1616.62641253522,-3.024028263283778,273.15,270.49635653769724
2700.0,101325.0,-1.830152253641254,0.6939429105929453,266.28749999999997,0.0,0.0,0.0,0.555,0.6125,77777.0,2.6624999999999996,3.492840165553652,0.2625,258.1732867435906,252.25,2700.0,2.811838346265328,-1.2410420194704312,-0.40284626580061,2516.3458607762345,-2.958598818633643,273.15,270.58580120952325
3600.0,101325.0,-1.830152253641254,0.6939429105929453,266.54999999999995,0.0,0.0,0.0,0.5700000000000001,0.7000000000000001,77777.0,2.8,3.543018381548489,0.30000000000000004,258.4543868019217,253.0,3600.0,2.7824994455386434,-1.2117031187437468,-0.40283294927680513,3416.0653373907476,-2.893169371920129,273.15,270.67504560460424
4500.0,101325.0,-1.830152253641254,0.6939429105929453,266.7857077205882,0.0,0.0,0.0,0.58359375,0.77953125,77777.0,2.93671875,3.5806520435446165,0.33671875,258.70741802638537,253.734375,4500.0,2.7475802864057015,-1.176783959610805,-0.4028196191455084,4315.784842407003,-2.827739923141181,273.15,270.7557506746225
5400.0,101325.0,-1.830152253641254,0.6939429105929453,266.95772058823525,0.0,0.0,0.0,0.59375,0.84125,77777.0,3.0687499999999996,3.5931965975433258,0.36875,258.9103902015648,254.375,5400.0,2.7084654453926937,-1.1376691185977972,-0.40280627540737723,5215.504375853241,-2.762310472294748,273.15,270.8159406005105
6300.0,101325.0,-1.830152253641254,0.6939429105929453,267.0508731617647,0.0,0.0,0.0,0.59953125,0.8823437500000001,77777.0,3.1914062499999996,3.5806520435446165,0.39140625,259.0436400104534,254.828125,6300.0,2.6662316987220125,-1.095435371927116,-0.4027929180630699,6115.223937757698,-2.6968810193787736,273.15,270.85016175272295
7200.0,101325.0,-1.830152253641254,0.6939429105929453,267.04999999999995,0.0,0.0,0.0,0.6,0.9,77777.0,3.3,3.543018381548489,0.4,259.0850159679427,255.0,7200.0,2.621685191047982,-1.0508888642530856,-0.4027795471132453,7014.943528148608,-2.631451564391207,273.15,270.8529351442124
8100.0,101325.0,-1.830152253641254,0.6939429105929453,266.92881433823527,0.0,0.0,0.0,0.59390625,0.8825,77777.0,3.4,3.4614787805568787,0.4,259.0558309857366,255.0,8100.0,2.575422130336175,-1.0046258035412783,-0.40276616255856285,7914.663147054198,-2.5660221073299936,273.15,270.8168658855802
9000.0,101325.0,-1.830152253641254,0.6939429105929453,266.7297794117647,0.0,0.0,0.0,0.58375,0.8400000000000001,77777.0,3.5,3.342305517569141,0.4,259.0078474690816,255.0,9000.0,2.5278847752084186,-0.957088448413522,-0.4027527643996826,8814.382794502695,-2.5005926481930816,273.15,270.7566773659546
9900.0,101325.0,-1.830152253641254,0.6939429105929453,266.54085477941175,0.0,0.0,0.0,0.57421875,0.8025000000000001,77777.0,3.6,3.223132254581403,0.4,258.96224350561585,255.0,9900.0,2.479405132341065,-0.9086088055461685,-0.40273935263726546,9714.102470522323,-2.4351631869784183,273.15,270.70010955967155
10800.0,101325.0,-1.830152253641254,0.6939429105929453,266.45,0.0,0.0,0.0,0.5700000000000001,0.8,77777.0,3.7,3.141592653589793,0.4,258.94029223726903,255.0,10800.0,2.4302368204293794,-0.8594404936344828,-0.4027259272719727,10613.822175141297,-2.3697337236839524,273.15,270.67504560460424
11700.0,101325.0,-1.830152253641254,0.6939429105929453,266.44203124999996,0.0,0.0,0.0,0.5700000000000001,0.8250000000000001,77777.0,3.8000000000000003,3.108558661393192,0.4,258.9383662977717,255.0,11700.0,2.3805776789253597,-0.8097813521304631,-0.40271248830446654,11513.541908387831,-2.3043042583076305,273.15,270.67504560460424
12600.0,101325.0,-1.830152253641254,0.6939429105929453,266.44124999999997,0.0,0.0,0.0,0.5700000000000001,0.8500000000000001,77777.0,3.9,3.1036802237270273,0.4,258.9381774747604,255.0,12600.0,2.330585693203979,-0.7597893664090822,-0.40269903573540955,12413.26167029014,-2.2388747908474027,273.15,270.67504560460424
13500.0,101325.0,-1.830152253641254,0.6939429105929453,266.44484374999996,0.0,0.0,0.0,0.5700000000000001,0.875,77777.0,3.9999999999999996,3.1177580009922456,0.4,258.93904605260803,255.0,13500.0,2.280390252137921,-0.7095939253430243,-0.4026855695654652,13312.981460876428,-2.1734453213012164,273.15,270.67504560460424
