# time: time of price [s]
# PriceGasPower: Price of gas power [$/kWh]
time,PriceGasPower
0,0.002878
900,0.002878
1800,0.002878
2700,0.002878
3600,0.002878
4500,0.002878
5400,0.002878
6300,0.002878
7200,0.002878
8100,0.002878
9000,0.002878
9900,0.002878
10800,0.002878
11700,0.002878
12600,0.002878
13500,0.002878
14400,0.002878
15300,0.002878
16200,0.002878
17100,0.002878
18000,0.002878
18900,0.002878
19800,0.002878
20700,0.002878
21600,0.002878
22500,0.002878
23400,0.002878
24300,0.002878
25200,0.002878
26100,0.002878
27000,0.002878
27900,0.002878
28800,0.002878
29700,0.002878
30600,0.002878
31500,0.002878
32400,0.002878
33300,0.002878
34200,0.002878
35100,0.002878
36000,0.002878
36900,0.002878
37800,0.002878
38700,0.002878
39600,0.002878
40500,0.002878
41400,0.002878
42300,0.002878
43200,0.002878
44100,0.002878
45000,0.002878
45900,0.002878
46800,0.002878
47700,0.002878
48600,0.002878
49500,0.002878
50400,0.002878
51300,0.002878
52200,0.002878
53100,0.002878
54000,0.002878
54900,0.002878
55800,0.002878
56700,0.002878
57600,0.002878
58500,0.002878
59400,0.002878
60300,0.002878
61200,0.002878
62100,0.002878
63000,0.002878
63900,0.002878
64800,0.002878
65700,0.002878
66600,0.002878
67500,0.002878
68400,0.002878
69300,0.002878
70200,0.002878
71100,0.002878
72000,0.002878
72900,0.002878
73800,0.002878
74700,0.002878
75600,0.002878
76500,0.002878
77400,0.002878
78300,0.002878
79200,0.002878
80100,0.002878
81000,0.002878
81900,0.002878
82800,0.002878
83700,0.002878
84600,0.002878
85500,0.002878
86400,0.002878
87300,0.002878
88200,0.002878
89100,0.002878
90000,0.002878
90900,0.002878
91800,0.002878
92700,0.002878
93600,0.002878
94500,0.002878
95400,0.002878
96300,0.002878
97200,0.002878
98100,0.002878
99000,0.002878
99900,0.002878
100800,0.002878
101700,0.002878
102600,0.002878
103500,0.002878
104400,0.002878
105300,0.002878
106200,0.002878
107100,0.002878
108000,0.002878
108900,0.002878
109800,0.002878
110700,0.002878
111600,0.002878
112500,0.002878
113400,0.002878
114300,0.002878
115200,0.002878
116100,0.002878
117000,0.002878
117900,0.002878
118800,0.002878
119700,0.002878
120600,0.002878
121500,0.002878
