time,HDifHor,HDirNor,HGloHor,HHorIR,TBlaSky,TDewPoi,TDryBul,TWetBul,ceiHei,nOpa,nTot,pAtm,relHum,solAlt,solDec,solHouAng,solTim,solZen,winDir,winSpe,cloTim,lat,lon
0.0,0.0,0.0,0.0,319.0,267.4344440961837,274.05,275.65,274.9562181079293,121.0,0.9,0.9,100915.0,0.89,-1.001473439628768,-0.4028861337205076,-3.19842787525163,-781.5403989393078,2.572269766423665,2.792526803190927,5.1,0.0,0.9706509008626303,0.22070211990243896
900.0,0.0,0.0,0.0,319.178125,267.4214176384097,273.9948317307692,275.65,274.9562440428246,110.3037006578947,0.9,0.9,100921.6294642857,0.89,-1.002982605660838,-0.4028728580231172,-3.13299843472209,118.1789926394572,2.573778932455734,2.792526803190927,4.989292279411765,900.0,0.9706509008626303,0.22070211990243896
1800.0,0.0,0.0,0.0,319.225,267.4174151379031,273.9778846153846,275.65,274.9562579263584,107.3515350877193,0.9,0.9,100925.1785714286,0.89,-1.000364745501148,-0.4028595687162662,-3.06756899213328,1017.898412535222,2.571161072296044,2.792526803190927,4.942279411764705,1800.0,0.9706509008626303,0.22070211990243896
2700.0,0.0,0.0,0.0,319.159375,267.421928565167,273.9969951923077,275.65,274.9562519014975,111.2236019736842,0.9,0.9,100923.6383928571,0.89,-0.9936807530746604,-0.40284626580061,-3.002139547483145,1917.617860776236,2.564477079869557,2.792526803190927,4.974126838235294,2700.0,0.9706509008626303,0.22070211990243896
3600.0,0.0,0.0,0.0,319.0,267.4344440961837,274.05,275.65,274.9562181079293,121.0,0.9,0.9,100915.0,0.89,-0.9830815353895016,-0.4028329492768051,-2.936710100769631,2817.337337390749,2.553877862184398,2.792526803190927,5.1,3600.0,0.9706509008626303,0.22070211990243896
4500.0,0.0,0.0,0.0,318.575,267.4637668576351,274.1742548076923,275.65,274.9561627605113,146.355381046547,0.9,0.9,100900.8537946429,0.89,-0.96879318775731,-0.4028196191455084,-2.871280651990684,3717.056842407005,2.539589514552206,2.792526803190927,5.348529411764706,4500.0,0.9706509008626303,0.22070211990243896
5400.0,0.0,0.0,0.0,317.9,267.5080563653883,274.3621153846154,275.65,274.9561012456485,186.1090862995639,0.9,0.9,100885.1339285714,0.89,-0.9510969279317188,-0.4028062754073772,-2.80585120114425,4616.776375853243,2.521893254726615,2.792526803190927,5.676470588235294,5400.0,0.9706509008626303,0.22070211990243896
6300.0,0.0,0.0,0.0,317.275,267.5508679480772,274.5439182692307,275.65,274.9560394576632,223.0582484027989,0.9,0.9,100869.3470982143,0.89,-0.9303076212210156,-0.4027929180630699,-2.740421748228276,5516.4959377577,2.501103948015912,2.792526803190927,5.991176470588235,6300.0,0.9706509008626303,0.22070211990243896
7200.0,0.0,0.0,0.0,317.0,267.5758258674308,274.65,275.65,274.9559832950055,240.0,0.9,0.9,100855.0,0.89,-0.9067541288215596,-0.4027795471132453,-2.674992293240709,6416.215528148608,2.477550455616456,2.792526803190927,6.2,7200.0,0.9706509008626303,0.22070211990243896
8100.0,0.0,0.0,0.0,317.1375,267.672418816777,274.64796875,275.75,275.0399003967498,233.424993464432,0.9,0.9,100842.6171875,0.88796875,-0.8807634693167841,-0.4027661625585628,-2.609562836179496,7315.9351470542,2.451559796111681,2.792526803190927,6.325,8100.0,0.9706509008626303,0.22070211990243896
9000.0,0.0,0.0,0.0,317.45,267.8774697710473,274.59125,275.975,275.2305948256774,217.3462253463851,0.9,0.9,100830.9375,0.88375,-0.8526494950659491,-0.4027527643996826,-2.544133377042584,8215.654794502696,2.423445821860846,2.792526803190927,6.45,9000.0,0.9706509008626303,0.22070211990243896
9900.0,0.0,0.0,0.0,317.7875,268.0956586066171,274.53890625,276.2125,275.4368704857851,200.8443445551457,0.9,0.9,100818.7890625,0.88015625,-0.8227058311527382,-0.4027393526372655,-2.47870391582792,9115.374470522323,2.393502157947635,2.792526803190927,6.575,9900.0,0.9706509008626303,0.22070211990243896
10800.0,0.0,0.0,0.0,318.0,268.2317355262461,274.55,276.35,275.568693293393,193.0,0.9,0.9,100805.0,0.88,-0.7912023090408127,-0.4027259272719727,-2.413274452533454,10015.0941751413,2.361998635835709,2.792526803190927,6.7,10800.0,0.9706509008626303,0.22070211990243896
11700.0,0.0,0.0,0.0,318.009375,268.2954179980003,274.61421875,276.4,275.6334470084361,192.9483242103374,0.9,0.9,100789.2086693548,0.8825000000000001,-0.7583839727990371,-0.4027124883044665,-2.347844987157133,10914.81390838783,2.329180299593934,2.792526803190927,6.825,11700.0,0.9706509008626303,0.22070211990243896
12600.0,0.0,0.0,0.0,317.925,268.3603526828601,274.68375,276.45,275.6982606591154,193.9342246949031,0.9,0.9,100772.0564516129,0.885,-0.7244718039386977,-0.4026990357354095,-2.282415519696905,11814.53367029014,2.295268130733594,2.792526803190927,6.95,12600.0,0.9706509008626303,0.22070211990243896
13500.0,0.0,0.0,0.0,317.878125,268.4272016819642,274.76140625,276.5,275.7631359291366,196.2030128320172,0.9,0.9,100753.8760080645,0.8875000000000001,-0.6896644782486088,-0.4026855695654652,-2.216986050150719,12714.25346087643,2.260460805043505,2.792526803190927,7.075,13500.0,0.9706509008626303,0.22070211990243896
14400.0,0.0,0.0,0.0,318.0,268.4966260486254,274.85,276.55,275.8280743826262,200.0,0.9,0.9,100735.0,0.89,-0.6541406537776715,-0.4026720897952974,-2.151556578516524,13613.9732801749,2.224936980572568,2.792526803190927,7.2,14400.0,0.9706509008626303,0.22070211990243896
15300.0,0.0,0.0,0.0,318.390625,268.5691749780749,274.951875,276.6,275.8930757526181,209.4419642857143,0.9,0.9,100715.3211902113,0.8925000000000001,-0.618061452361033,-0.4026585964255708,-2.08612710479227,14513.69312821375,2.18885777915593,2.792526803190927,7.184375,15300.0,0.9706509008626303,0.22070211990243896
16200.0,0.0,0.0,0.0,318.9583333333333,268.6431887842338,275.06,276.65,275.9581407104127,223.8690476190476,0.9,0.9,100694.9694104561,0.895,-0.5815729237342873,-0.4026450894569507,-2.020697628975906,15413.41300502118,2.152369250529184,2.792526803190927,6.991666666666667,16200.0,0.9706509008626303,0.22070211990243896
17100.0,0.0,0.0,0.0,319.546875,268.7160179171919,275.163125,276.7,276.0232719524285,236.3616071428571,0.9,0.9,100674.6329254727,0.8975,-0.544808371671992,-0.4026315688901031,-1.955268151065381,16313.13291062538,2.115604698466889,2.792526803190927,6.778125,17100.0,0.9706509008626303,0.22070211990243896
18000.0,0.0,0.0,0.0,320.0,268.7850176223587,275.25,276.75,276.0884719275434,240.0,0.9,0.9,100655.0,0.9,-0.507890482010124,-0.4026180347256945,-1.889838671058646,17212.85284505455,2.078686808805021,2.792526803190927,6.7,18000.0,0.9706509008626303,0.22070211990243896
18900.0,0.0,0.0,0.0,320.25,268.8512209822141,275.325,276.8,276.1537416410624,230.6146978021978,0.9,0.9,100636.4205019466,0.9025,-0.4709332304221969,-0.4026044869643922,-1.824409188953652,18112.57280833685,2.041729557217093,2.792526803190927,6.79375,18900.0,0.9706509008626303,0.22070211990243896
19800.0,0.0,0.0,0.0,320.4166666666667,268.917422437994,275.4,276.85,276.2190802911518,213.0677655677655,0.9,0.9,100618.7563959955,0.905,-0.4340435701411041,-0.4025909256068639,-1.758979704748348,19012.29280050048,2.004839896936001,2.792526803190927,6.95,19800.0,0.9706509008626303,0.22070211990243896
20700.0,0.0,0.0,0.0,320.625,268.9836219922603,275.475,276.9,276.2844874401769,193.9869505494505,0.9,0.9,100601.9640920467,0.9075,-0.3973229116940964,-0.4025773506537784,-1.693550218440686,19912.01282157361,1.968119238488993,2.792526803190927,7.10625,20700.0,0.9706509008626303,0.22070211990243896
21600.0,0.0,0.0,0.0,321.0,269.0498196475718,275.55,276.95,276.3499626642536,180.0,0.9,0.9,100586.0,0.91,-0.3608684119234524,-0.4025637621058046,-1.628120730028617,20811.73287158442,1.931664738718349,2.792526803190927,7.2,21600.0,0.9706509008626303,0.22070211990243896
22500.0,0.0,0.0,0.0,321.5,269.3365136648613,275.625,276.956640625,276.3837156884774,170.8233173076923,0.915625,0.915625,100572.3904338154,0.9140625,-0.3247740906810712,-0.4025501599636125,-1.562691239510092,21711.45295056107,1.895570417475968,2.815706957318977,7.2,22500.0,0.9706509008626303,0.22070211990243896
23400.0,0.0,0.0,0.0,322.0,269.9264967832452,275.7,276.909375,276.377364615387,162.2596153846154,0.95,0.95,100561.10567297,0.92,-0.2891317923054755,-0.4025365442278724,-1.497261746883063,22611.17305853173,1.859928119100372,2.868884957965679,7.158333333333333,23400.0,0.9706509008626303,0.22070211990243896
24300.0,0.0,0.0,0.0,322.5,270.5699175022673,275.775,276.857421875,276.3662211801768,155.0661057692308,0.984375,0.984375,100549.7680756396,0.9259375,-0.2540320063912389,-0.4025229148992555,-1.431832252145482,23510.89319552456,1.824828333186135,2.927517112524864,7.1375,24300.0,0.9706509008626303,0.22070211990243896
25200.0,0.0,0.0,0.0,323.0,270.9077815903722,275.85,276.85,276.3860362964145,150.0,1.0,1.0,100536.0,0.93,-0.2195645591107924,-0.4025092719784334,-1.366402755295302,24410.61336156773,1.790360885905689,2.96705972839036,7.2,25200.0,0.9706509008626303,0.22070211990243896
26100.0,0.0,0.0,0.0,323.5,270.9668454428085,275.925,276.892265625,276.4441510645434,149.296875,1.0,1.0,100519.7823275862,0.9325,-0.185819182855115,-0.4024956154660786,-1.300973256330474,25310.33355668939,1.756615509650012,2.983422190127807,7.325,26100.0,0.9706509008626303,0.22070211990243896
27000.0,0.0,0.0,0.0,324.0,271.0392101349002,276.0,276.948125,276.5156665156808,151.875,1.0,1.0,100502.6954022989,0.935,-0.1528859684773609,-0.4024819453628641,-1.235543755248951,26210.05378091768,1.723682295272257,2.988876344040289,7.45,27000.0,0.9706509008626303,0.22070211990243896
27900.0,0.0,0.0,0.0,324.5,271.1124912480576,276.075,277.004921875,276.5881741976331,153.515625,1.0,1.0,100484.7607758621,0.9375,-0.1208557011245925,-0.4024682616694636,-1.170114252048688,27109.77403428076,1.691652027919489,2.983422190127807,7.575,27900.0,0.9706509008626303,0.22070211990243896
28800.0,0.0,0.0,0.0,325.0,271.1743011286606,276.15,277.05,276.6492305855448,150.0,1.0,1.0,100466.0,0.94,-0.0898200776667148,-0.4024545643865514,-1.104684746727636,28009.49431680676,1.660616404461611,2.96705972839036,7.7,28800.0,0.9706509008626303,0.22070211990243896
29700.0,0.0,0.0,0.0,325.15625,271.2189020519633,276.225,277.0775,276.6930452383696,142.5,1.0,1.0,100446.3125,0.9425,-0.0598718012165566,-0.4024408535148024,-1.03925523928375,28909.21462852383,1.630668128011453,2.931607727959225,7.825,29700.0,0.9706509008626303,0.22070211990243896
30600.0,0.0,0.0,0.0,324.9166666666667,271.2553405639762,276.3,277.0966666666666,276.7286860908946,135.0,1.0,1.0,100426.0,0.945,-0.0311045463374213,-0.4024271290548922,-0.9738257297149836,29808.93496946011,1.601900873132318,2.879793265790644,7.95,30600.0,0.9706509008626303,0.22070211990243896
31500.0,0.0,0.0,0.0,324.71875,271.2934049081423,276.375,277.1174999999999,276.7659915865232,127.5,1.0,1.0,100405.6875,0.9475,-0.0036127874385387,-0.4024133910074971,-0.908396218019291,30708.65533964372,1.574409114233435,2.827978803622062,8.075,31500.0,0.9706509008626303,0.22070211990243896
32400.0,0.0,0.0,0.0,325.0,271.3428858787659,276.45,277.15,276.8148278513883,120.0,1.0,1.0,100386.0,0.95,0.0225085172246948,-0.402399639373294,-0.8429667041946264,31608.3757391028,1.548287809570202,2.792526803190927,8.2,32400.0,0.9706509008626303,0.22070211990243896
33300.0,0.0,0.0,0.0,325.85,271.4150139258953,276.5484375,277.2,276.8915184853968,111.796875,1.0,1.0,100367.25,0.9540625,0.047164392375846,-0.4023858741529605,-0.7775371882389452,32508.09616786546,1.523631934419051,2.772073726019119,8.423958333333333,33300.0,0.9706509008626303,0.22070211990243896
34200.0,0.0,0.0,0.0,326.9333333333333,271.5110530855136,276.6791666666666,277.2666666666667,276.997452997374,103.125,1.0,1.0,100349.3333333333,0.96,0.0702604671962445,-0.4023720953471746,-0.7121076701502004,33407.81662595984,1.500535859598652,2.759801879716034,8.76388888888889,34200.0,0.9706509008626303,0.22070211990243896
35100.0,0.8984374999999999,0.0,0.8984374999999999,328.05,271.6258535651438,276.8203125,277.35,277.1200789118874,95.390625,1.0,1.0,100332.25,0.9659375,0.0917037510729952,-0.4023583029566151,-0.6466781499263499,34307.53711341404,1.479092575721901,2.763892495150395,9.096875,35100.0,0.9706509008626303,0.22070211990243896
