#1
double occ(35041,2)
0	7.3655
900	8.3023
1800	7.2558
2700	6.2093
3600	5.1628
4500	4.1163
5400	2.0027
6300	0.4588
7200	0.9882
8100	1.5176
9000	2.0471
9900	2.5765
10800	6.6128
11700	15.2970
12600	24.3296
13500	23.0593
14400	17.9028
15300	10.5649
16200	10.4719
17100	13.8427
18000	17.2135
18900	20.5843
19800	23.9551
20700	26.5760
21600	33.3000
22500	49.4333
23400	79.8333
24300	89.1833
25200	87.6981
26100	96.8685
27000	112.4167
27900	127.7133
28800	142.1200
29700	158.9333
30600	172.2667
31500	169.9111
32400	183.6222
33300	186.7000
34200	176.9667
35100	177.5333
36000	184.7333
36900	172.4333
37800	185.2667
38700	191.5333
39600	197.8667
40500	187.8333
41400	181.2333
42300	187.5667
43200	190.2333
44100	179.9800
45000	163.8867
45900	142.6667
46800	137.1500
47700	130.4667
48600	118.5167
49500	99.2564
50400	91.3436
51300	78.7667
52200	67.5167
53100	62.5833
54000	56.1714
54900	52.7429
55800	51.5690
56700	46.5559
57600	42.2941
58500	37.5152
59400	29.0896
60300	20.4643
61200	17.1595
62100	23.3633
63000	21.9024
63900	20.0732
64800	17.8659
65700	17.7667
66600	14.6667
67500	15.6071
68400	16.3304
69300	14.2625
70200	13.9263
71100	11.9737
72000	9.2105
72900	6.6914
73800	4.8824
74700	3.2228
75600	2.4043
76500	1.7660
77400	1.2227
78300	2.2000
79200	3.4515
80100	1.3965
81000	1.0982
81900	1.1902
82800	1.2822
83700	1.3742
84600	1.4663
85500	1.5583
86400	1.6503
87300	1.7423
88200	1.8344
89100	1.9264
90000	2.0184
90900	2.1104
91800	2.2025
92700	2.2945
93600	2.3865
94500	2.4785
95400	2.5706
96300	2.6626
97200	2.7546
98100	2.8466
99000	2.9387
99900	4.9797
100800	9.8457
101700	8.6000
102600	6.0410
103500	5.1286
104400	5.3429
105300	5.5571
106200	5.7714
107100	4.4449
108000	6.6250
108900	14.1625
109800	35.3000
110700	79.6667
111600	136.4000
112500	177.3667
113400	192.2667
