time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,PriceGasPower
0.0,0.2535,0.2383,0.26949,0.0498
900.0,0.2535,0.2383,0.26949,0.0498
1800.0,0.2535,0.2383,0.26949,0.0498
2700.0,0.2535,0.2383,0.26949,0.0498
3600.0,0.2535,0.2383,0.26658000000000004,0.0498
4500.0,0.2535,0.2383,0.26658000000000004,0.0498
5400.0,0.2535,0.2383,0.26658000000000004,0.0498
6300.0,0.2535,0.2383,0.26658000000000004,0.0498
7200.0,0.2535,0.2383,0.26507000000000003,0.0498
8100.0,0.2535,0.2383,0.26507000000000003,0.0498
9000.0,0.2535,0.2383,0.26507000000000003,0.0498
9900.0,0.2535,0.2383,0.26507000000000003,0.0498
10800.0,0.2535,0.2383,0.25217,0.0498
11700.0,0.2535,0.2383,0.25217,0.0498
12600.0,0.2535,0.2383,0.25217,0.0498
13500.0,0.2535,0.2383,0.25217,0.0498
14400.0,0.2535,0.2383,0.24766,0.0498
15300.0,0.2535,0.2383,0.24766,0.0498
16200.0,0.2535,0.2383,0.24766,0.0498
17100.0,0.2535,0.2383,0.24766,0.0498
18000.0,0.2535,0.2383,0.25087000000000004,0.0498
18900.0,0.2535,0.2383,0.25087000000000004,0.0498
19800.0,0.2535,0.2383,0.25087000000000004,0.0498
20700.0,0.2535,0.2383,0.25087000000000004,0.0498
21600.0,0.2535,0.2383,0.25288,0.0498
22500.0,0.2535,0.2383,0.25288,0.0498
23400.0,0.2535,0.2383,0.25288,0.0498
24300.0,0.2535,0.2383,0.25288,0.0498
25200.0,0.2535,0.2666,0.26178,0.0498
26100.0,0.2535,0.2666,0.26178,0.0498
27000.0,0.2535,0.2666,0.26178,0.0498
27900.0,0.2535,0.2666,0.26178,0.0498
28800.0,0.2535,0.2666,0.25008,0.0498
29700.0,0.2535,0.2666,0.25008,0.0498
30600.0,0.2535,0.2666,0.25008,0.0498
31500.0,0.2535,0.2666,0.25008,0.0498
32400.0,0.2535,0.2666,0.25027,0.0498
33300.0,0.2535,0.2666,0.25027,0.0498
34200.0,0.2535,0.2666,0.25027,0.0498
35100.0,0.2535,0.2666,0.25027,0.0498
36000.0,0.2535,0.2666,0.26636000000000004,0.0498
36900.0,0.2535,0.2666,0.26636000000000004,0.0498
37800.0,0.2535,0.2666,0.26636000000000004,0.0498
38700.0,0.2535,0.2666,0.26636000000000004,0.0498
39600.0,0.2535,0.2666,0.27508,0.0498
40500.0,0.2535,0.2666,0.27508,0.0498
41400.0,0.2535,0.2666,0.27508,0.0498
42300.0,0.2535,0.2666,0.27508,0.0498
43200.0,0.2535,0.2666,0.29066000000000003,0.0498
44100.0,0.2535,0.2666,0.29066000000000003,0.0498
45000.0,0.2535,0.2666,0.29066000000000003,0.0498
45900.0,0.2535,0.2666,0.29066000000000003,0.0498
46800.0,0.2535,0.2666,0.27571,0.0498
47700.0,0.2535,0.2666,0.27571,0.0498
48600.0,0.2535,0.2666,0.27571,0.0498
49500.0,0.2535,0.2666,0.27571,0.0498
50400.0,0.2535,0.2666,0.2683,0.0498
51300.0,0.2535,0.2666,0.2683,0.0498
52200.0,0.2535,0.2666,0.2683,0.0498
53100.0,0.2535,0.2666,0.2683,0.0498
54000.0,0.2535,0.2666,0.26183,0.0498
54900.0,0.2535,0.2666,0.26183,0.0498
55800.0,0.2535,0.2666,0.26183,0.0498
56700.0,0.2535,0.2666,0.26183,0.0498
57600.0,0.2535,0.2666,0.27212000000000003,0.0498
58500.0,0.2535,0.2666,0.27212000000000003,0.0498
59400.0,0.2535,0.2666,0.27212000000000003,0.0498
60300.0,0.2535,0.2666,0.27212000000000003,0.0498
61200.0,0.2535,0.2666,0.26258000000000004,0.0498
62100.0,0.2535,0.2666,0.26258000000000004,0.0498
63000.0,0.2535,0.2666,0.26258000000000004,0.0498
63900.0,0.2535,0.2666,0.26258000000000004,0.0498
64800.0,0.2535,0.2666,0.25694,0.0498
65700.0,0.2535,0.2666,0.25694,0.0498
66600.0,0.2535,0.2666,0.25694,0.0498
67500.0,0.2535,0.2666,0.25694,0.0498
68400.0,0.2535,0.2666,0.25789,0.0498
69300.0,0.2535,0.2666,0.25789,0.0498
70200.0,0.2535,0.2666,0.25789,0.0498
71100.0,0.2535,0.2666,0.25789,0.0498
72000.0,0.2535,0.2666,0.2513,0.0498
72900.0,0.2535,0.2666,0.2513,0.0498
73800.0,0.2535,0.2666,0.2513,0.0498
74700.0,0.2535,0.2666,0.2513,0.0498
75600.0,0.2535,0.2666,0.25189,0.0498
76500.0,0.2535,0.2666,0.25189,0.0498
77400.0,0.2535,0.2666,0.25189,0.0498
78300.0,0.2535,0.2666,0.25189,0.0498
79200.0,0.2535,0.2666,0.26088,0.0498
80100.0,0.2535,0.2383,0.26088,0.0498
81000.0,0.2535,0.2383,0.26088,0.0498
81900.0,0.2535,0.2383,0.26088,0.0498
82800.0,0.2535,0.2383,0.26074,0.0498
83700.0,0.2535,0.2383,0.26074,0.0498
84600.0,0.2535,0.2383,0.26074,0.0498
85500.0,0.2535,0.2383,0.26074,0.0498
86400.0,0.2535,0.2383,0.26596,0.0498
87300.0,0.2535,0.2383,0.26596,0.0498
88200.0,0.2535,0.2383,0.26596,0.0498
89100.0,0.2535,0.2383,0.26596,0.0498
90000.0,0.2535,0.2383,0.2579,0.0498
90900.0,0.2535,0.2383,0.2579,0.0498
91800.0,0.2535,0.2383,0.2579,0.0498
92700.0,0.2535,0.2383,0.2579,0.0498
93600.0,0.2535,0.2383,0.25648,0.0498
94500.0,0.2535,0.2383,0.25648,0.0498
95400.0,0.2535,0.2383,0.25648,0.0498
96300.0,0.2535,0.2383,0.25648,0.0498
97200.0,0.2535,0.2383,0.24668,0.0498
98100.0,0.2535,0.2383,0.24668,0.0498
99000.0,0.2535,0.2383,0.24668,0.0498
99900.0,0.2535,0.2383,0.24668,0.0498
100800.0,0.2535,0.2383,0.2508,0.0498
101700.0,0.2535,0.2383,0.2508,0.0498
102600.0,0.2535,0.2383,0.2508,0.0498
103500.0,0.2535,0.2383,0.2508,0.0498
104400.0,0.2535,0.2383,0.24528,0.0498
105300.0,0.2535,0.2383,0.24528,0.0498
106200.0,0.2535,0.2383,0.24528,0.0498
107100.0,0.2535,0.2383,0.24528,0.0498
108000.0,0.2535,0.2383,0.2553,0.0498
108900.0,0.2535,0.2383,0.2553,0.0498
109800.0,0.2535,0.2383,0.2553,0.0498
110700.0,0.2535,0.2383,0.2553,0.0498
111600.0,0.2535,0.2666,0.25686000000000003,0.0498
112500.0,0.2535,0.2666,0.25686000000000003,0.0498
113400.0,0.2535,0.2666,0.25686000000000003,0.0498
114300.0,0.2535,0.2666,0.25686000000000003,0.0498
115200.0,0.2535,0.2666,0.25599,0.0498
116100.0,0.2535,0.2666,0.25599,0.0498
117000.0,0.2535,0.2666,0.25599,0.0498
117900.0,0.2535,0.2666,0.25599,0.0498
118800.0,0.2535,0.2666,0.25533,0.0498
119700.0,0.2535,0.2666,0.25533,0.0498
120600.0,0.2535,0.2666,0.25533,0.0498
121500.0,0.2535,0.2666,0.25533,0.0498
122400.0,0.2535,0.2666,0.25347000000000003,0.0498
123300.0,0.2535,0.2666,0.25347000000000003,0.0498
124200.0,0.2535,0.2666,0.25347000000000003,0.0498
125100.0,0.2535,0.2666,0.25347000000000003,0.0498
126000.0,0.2535,0.2666,0.25322,0.0498
126900.0,0.2535,0.2666,0.25322,0.0498
127800.0,0.2535,0.2666,0.25322,0.0498
128700.0,0.2535,0.2666,0.25322,0.0498
129600.0,0.2535,0.2666,0.25732,0.0498
130500.0,0.2535,0.2666,0.25732,0.0498
131400.0,0.2535,0.2666,0.25732,0.0498
132300.0,0.2535,0.2666,0.25732,0.0498
133200.0,0.2535,0.2666,0.25191,0.0498
134100.0,0.2535,0.2666,0.25191,0.0498
135000.0,0.2535,0.2666,0.25191,0.0498
135900.0,0.2535,0.2666,0.25191,0.0498
136800.0,0.2535,0.2666,0.25459000000000004,0.0498
137700.0,0.2535,0.2666,0.25459000000000004,0.0498
138600.0,0.2535,0.2666,0.25459000000000004,0.0498
139500.0,0.2535,0.2666,0.25459000000000004,0.0498
140400.0,0.2535,0.2666,0.25889,0.0498
141300.0,0.2535,0.2666,0.25889,0.0498
142200.0,0.2535,0.2666,0.25889,0.0498
143100.0,0.2535,0.2666,0.25889,0.0498
144000.0,0.2535,0.2666,0.26657,0.0498
144900.0,0.2535,0.2666,0.26657,0.0498
145800.0,0.2535,0.2666,0.26657,0.0498
146700.0,0.2535,0.2666,0.26657,0.0498
147600.0,0.2535,0.2666,0.27433,0.0498
148500.0,0.2535,0.2666,0.27433,0.0498
149400.0,0.2535,0.2666,0.27433,0.0498
150300.0,0.2535,0.2666,0.27433,0.0498
151200.0,0.2535,0.2666,0.27445,0.0498
152100.0,0.2535,0.2666,0.27445,0.0498
153000.0,0.2535,0.2666,0.27445,0.0498
153900.0,0.2535,0.2666,0.27445,0.0498
154800.0,0.2535,0.2666,0.27433,0.0498
155700.0,0.2535,0.2666,0.27433,0.0498
156600.0,0.2535,0.2666,0.27433,0.0498
157500.0,0.2535,0.2666,0.27433,0.0498
158400.0,0.2535,0.2666,0.26729,0.0498
159300.0,0.2535,0.2666,0.26729,0.0498
160200.0,0.2535,0.2666,0.26729,0.0498
161100.0,0.2535,0.2666,0.26729,0.0498
162000.0,0.2535,0.2666,0.25564000000000003,0.0498
162900.0,0.2535,0.2666,0.25564000000000003,0.0498
