time,HDifHor,HDirNor,HGloHor,HHorIR,TBlaSky,TDewPoi,TDryBul,TWetBul,ceiHei,cloTim,nOpa,nTot,pAtm,relHum,solAlt,solDec,solHouAng,solTim,solZen,winDir,winSpe,lat,lon
0.0,0.0,0.0,0.0,338.0,275.0856379052659,279.45,280.25,279.8744601392735,257.0,0.0,1.0,1.0,102116.0,0.95,-1.062397084960505,-0.4028861337205076,-3.343066801022904,-2770.468398939307,2.633193411755401,4.363323129985824,4.0,0.8865731548063075,0.07606319413116489
900.0,0.0,0.0,0.0,337.8828125,275.1147778882697,279.441796875,280.281640625,279.8879301908753,257.9375,900.0,1.0,1.0,102122.3755933544,0.94765625,-1.075667464855577,-0.4028728580231172,-3.277637360493364,-1870.749007360543,2.646463791650474,4.377231222462654,4.09375,0.8865731548063075,0.07606319413116489
1800.0,0.0,0.0,0.0,337.8125,275.1294574621014,279.440625,280.296875,279.8922909424023,258.25,1800.0,1.0,1.0,102124.2515822785,0.94625,-1.083975934806783,-0.4028595687162662,-3.212207917904554,-971.0295874647782,2.654772261601679,4.378594760940774,4.125,0.8865731548063075,0.07606319413116489
2700.0,0.0,0.0,0.0,337.8359375,275.1222274234698,279.444140625,280.288671875,279.8877582822393,257.9375,2700.0,1.0,1.0,102122.0017800633,0.94671875,-1.087052626641056,-0.40284626580061,-3.146778473254419,-71.3101392237636,2.657848953435953,4.37232248394142,4.09375,0.8865731548063075,0.07606319413116489
3600.0,0.0,0.0,0.0,338.0,275.0856379052659,279.45,280.25,279.8744601392735,257.0,3600.0,1.0,1.0,102116.0,0.95,-1.084792942998227,-0.4028329492768051,-3.081349026540905,828.4093373907496,2.655589269793124,4.363323129985824,4.0,0.8865731548063075,0.07606319413116489
4500.0,0.0,0.0,0.0,338.25,275.0276120038207,279.465859375,280.187109375,279.8501017486615,254.734375,4500.0,1.0,1.0,102101.8749307031,0.955,-1.077273701204839,-0.4028196191455084,-3.015919577761958,1728.128842407005,2.648070027999736,4.332779868075924,3.7734375,0.8865731548063075,0.07606319413116489
5400.0,0.0,0.0,0.0,338.5,274.9620594783748,279.494375,280.1135416666667,279.8149562822758,251.375,5400.0,1.0,1.0,102080.2529797653,0.96,-1.064741200177248,-0.4028062754073772,-2.950490126915524,2627.848375853242,2.635537526972145,4.276056667386108,3.4375,0.8865731548063075,0.07606319413116489
6300.0,0.0,0.0,0.0,338.75,274.8905123744773,279.5257031249999,280.033203125,279.7728605845531,248.328125,6300.0,1.0,1.0,102059.0045389448,0.965,-1.047575333024807,-0.4027929180630699,-2.88506067399955,3527.567937757699,2.618371659819703,4.219333466696292,3.1328125,0.8865731548063075,0.07606319413116489
7200.0,0.0,0.0,0.0,339.0,274.814507008125,279.55,279.95,279.7276683282715,247.0,7200.0,1.0,1.0,102046.0,0.97,-1.026241148185456,-0.4027795471132453,-2.819631219011983,4427.287528148609,2.597037474980353,4.188790204786391,3.0,0.8865731548063075,0.07606319413116489
8100.0,0.0,0.0,0.0,339.25,274.7159952036838,279.548515625,279.85,279.6655350608206,247.0,8100.0,1.0,1.0,102047.2681457619,0.975,-1.001240590500313,-0.4027661625585628,-2.75420176195077,5327.0071470542,2.572036917295209,4.273875005821115,3.0,0.8865731548063075,0.07606319413116489
