time,PriceElectricPowerDynamic
0,0.05871
3600,0.05871
7200,0.05871
10800,0.05871
14400,0.05871
18000,0.05871
21600,0.06906
25200,0.06906
28800,0.06906
32400,0.06906
36000,0.06906
39600,0.06906
43200,0.06906
46800,0.06906
50400,0.1599
54000,0.1599
57600,0.1599
61200,0.1599
64800,0.1599
68400,0.06906
72000,0.06906
75600,0.06906
79200,0.05871
82800,0.05871
86400,0.05871
90000,0.05871
93600,0.05871
97200,0.05871
100800,0.05871
104400,0.05871
108000,0.06906
111600,0.06906
115200,0.06906
118800,0.06906
122400,0.06906
126000,0.06906
129600,0.06906
133200,0.06906
136800,0.1599
140400,0.1599
144000,0.1599
147600,0.1599
151200,0.1599
154800,0.06906
158400,0.06906
162000,0.06906
165600,0.05871
169200,0.05871
172800,0.05871
176400,0.05871
180000,0.05871
183600,0.05871
187200,0.05871
190800,0.05871
194400,0.06906
198000,0.06906
201600,0.06906
205200,0.06906
208800,0.06906
212400,0.06906
216000,0.06906
219600,0.06906
223200,0.1599
226800,0.1599
230400,0.1599
234000,0.1599
237600,0.1599
241200,0.06906
244800,0.06906
248400,0.06906
252000,0.05871
255600,0.05871
259200,0.05871
262800,0.05871
266400,0.05871
270000,0.05871
273600,0.05871
277200,0.05871
280800,0.06906
284400,0.06906
288000,0.06906
291600,0.06906
295200,0.06906
298800,0.06906
302400,0.06906
306000,0.06906
309600,0.1599
313200,0.1599
316800,0.1599
320400,0.1599
324000,0.1599
327600,0.06906
331200,0.06906
334800,0.06906
338400,0.05871
342000,0.05871
345600,0.05871
349200,0.05871
352800,0.05871
356400,0.05871
360000,0.05871
363600,0.05871
367200,0.06906
370800,0.06906
374400,0.06906
378000,0.06906
381600,0.06906
385200,0.06906
388800,0.06906
392400,0.06906
396000,0.1599
399600,0.1599
403200,0.1599
406800,0.1599
410400,0.1599
414000,0.06906
417600,0.06906
421200,0.06906
424800,0.05871
428400,0.05871
432000,0.05871
435600,0.05871
439200,0.05871
442800,0.05871
446400,0.05871
450000,0.05871
453600,0.06906
457200,0.06906
460800,0.06906
464400,0.06906
468000,0.06906
471600,0.06906
475200,0.06906
478800,0.06906
482400,0.1599
486000,0.1599
489600,0.1599
493200,0.1599
496800,0.1599
500400,0.06906
504000,0.06906
507600,0.06906
511200,0.05871
514800,0.05871
518400,0.05871
522000,0.05871
525600,0.05871
529200,0.05871
532800,0.05871
536400,0.05871
540000,0.06906
543600,0.06906
547200,0.06906
550800,0.06906
554400,0.06906
558000,0.06906
561600,0.06906
565200,0.06906
568800,0.1599
572400,0.1599
576000,0.1599
579600,0.1599
583200,0.1599
586800,0.06906
590400,0.06906
594000,0.06906
597600,0.05871
601200,0.05871
604800,0.05871
608400,0.05871
