time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,PriceGasPower
0.0,0.233,0.21100000000000002,0.176,0.0911
300.0,0.233,0.21100000000000002,0.176,0.0911
600.0,0.233,0.21100000000000002,0.176,0.0911
900.0,0.233,0.21100000000000002,0.176,0.0911
1200.0,0.233,0.21100000000000002,0.176,0.0911
1500.0,0.233,0.21100000000000002,0.176,0.0911
1800.0,0.233,0.21100000000000002,0.176,0.0911
2100.0,0.233,0.21100000000000002,0.176,0.0911
2400.0,0.233,0.21100000000000002,0.176,0.0911
2700.0,0.233,0.21100000000000002,0.176,0.0911
3000.0,0.233,0.21100000000000002,0.176,0.0911
3300.0,0.233,0.21100000000000002,0.176,0.0911
3600.0,0.233,0.21100000000000002,0.17127,0.0911
3900.0,0.233,0.21100000000000002,0.17127,0.0911
4200.0,0.233,0.21100000000000002,0.17127,0.0911
4500.0,0.233,0.21100000000000002,0.17127,0.0911
4800.0,0.233,0.21100000000000002,0.17127,0.0911
5100.0,0.233,0.21100000000000002,0.17127,0.0911
5400.0,0.233,0.21100000000000002,0.17127,0.0911
5700.0,0.233,0.21100000000000002,0.17127,0.0911
6000.0,0.233,0.21100000000000002,0.17127,0.0911
6300.0,0.233,0.21100000000000002,0.17127,0.0911
6600.0,0.233,0.21100000000000002,0.17127,0.0911
6900.0,0.233,0.21100000000000002,0.17127,0.0911
7200.0,0.233,0.21100000000000002,0.16478,0.0911
7500.0,0.233,0.21100000000000002,0.16478,0.0911
7800.0,0.233,0.21100000000000002,0.16478,0.0911
8100.0,0.233,0.21100000000000002,0.16478,0.0911
8400.0,0.233,0.21100000000000002,0.16478,0.0911
8700.0,0.233,0.21100000000000002,0.16478,0.0911
9000.0,0.233,0.21100000000000002,0.16478,0.0911
9300.0,0.233,0.21100000000000002,0.16478,0.0911
9600.0,0.233,0.21100000000000002,0.16478,0.0911
9900.0,0.233,0.21100000000000002,0.16478,0.0911
10200.0,0.233,0.21100000000000002,0.16478,0.0911
10500.0,0.233,0.21100000000000002,0.16478,0.0911
10800.0,0.233,0.21100000000000002,0.15287,0.0911
11100.0,0.233,0.21100000000000002,0.15287,0.0911
11400.0,0.233,0.21100000000000002,0.15287,0.0911
11700.0,0.233,0.21100000000000002,0.15287,0.0911
12000.0,0.233,0.21100000000000002,0.15287,0.0911
12300.0,0.233,0.21100000000000002,0.15287,0.0911
12600.0,0.233,0.21100000000000002,0.15287,0.0911
12900.0,0.233,0.21100000000000002,0.15287,0.0911
13200.0,0.233,0.21100000000000002,0.15287,0.0911
13500.0,0.233,0.21100000000000002,0.15287,0.0911
13800.0,0.233,0.21100000000000002,0.15287,0.0911
14100.0,0.233,0.21100000000000002,0.15287,0.0911
14400.0,0.233,0.21100000000000002,0.14821,0.0911
14700.0,0.233,0.21100000000000002,0.14821,0.0911
15000.0,0.233,0.21100000000000002,0.14821,0.0911
15300.0,0.233,0.21100000000000002,0.14821,0.0911
15600.0,0.233,0.21100000000000002,0.14821,0.0911
15900.0,0.233,0.21100000000000002,0.14821,0.0911
16200.0,0.233,0.21100000000000002,0.14821,0.0911
16500.0,0.233,0.21100000000000002,0.14821,0.0911
16800.0,0.233,0.21100000000000002,0.14821,0.0911
17100.0,0.233,0.21100000000000002,0.14821,0.0911
17400.0,0.233,0.21100000000000002,0.14821,0.0911
17700.0,0.233,0.21100000000000002,0.14821,0.0911
18000.0,0.233,0.21100000000000002,0.14764,0.0911
18300.0,0.233,0.21100000000000002,0.14764,0.0911
18600.0,0.233,0.21100000000000002,0.14764,0.0911
18900.0,0.233,0.21100000000000002,0.14764,0.0911
